token,top_100_comment_count,rank_300_500_comment_count,top_100_comments_per_1000,rank_300_500_comments_per_1000,comments_per_1000_diff,rate_ratio,dominant_group
enabled,14,49,5.76,10.51,-4.75,0.5484,rank_300_500
set,13,47,5.35,10.08,-4.73,0.5309,rank_300_500
tradu,0,22,0.0,4.72,-4.72,0.0,rank_300_500
paste,51,76,21.0,16.3,4.69,1.288,top_100
day,10,41,4.12,8.79,-4.68,0.4681,rank_300_500
fixed,22,64,9.06,13.73,-4.67,0.6598,rank_300_500
global,15,7,6.18,1.5,4.67,4.1128,top_100
fn,16,9,6.59,1.93,4.66,3.4121,top_100
over,66,105,27.17,22.52,4.65,1.2064,top_100
author,30,36,12.35,7.72,4.63,1.5994,top_100
used,19,58,7.82,12.44,-4.62,0.6287,rank_300_500
feel,3,27,1.24,5.79,-4.56,0.2133,rank_300_500
may,15,50,6.18,10.73,-4.55,0.5758,rank_300_500
original,23,23,9.47,4.93,4.54,1.9193,top_100
low,1,23,0.41,4.93,-4.52,0.0834,rank_300_500
merci,0,21,0.0,4.5,-4.5,0.0,rank_300_500
sorry,11,42,4.53,9.01,-4.48,0.5027,rank_300_500
spawn,9,38,3.71,8.15,-4.45,0.4546,rank_300_500
field,16,10,6.59,2.15,4.44,3.0709,top_100
change,31,80,12.76,17.16,-4.4,0.7437,rank_300_500
xd,6,32,2.47,6.86,-4.39,0.3599,rank_300_500
lose,1,22,0.41,4.72,-4.31,0.0872,rank_300_500
point,1,22,0.41,4.72,-4.31,0.0872,rank_300_500
summer,0,20,0.0,4.29,-4.29,0.0,rank_300_500
functionality,14,7,5.76,1.5,4.26,3.8386,top_100
fix,83,179,34.17,38.4,-4.23,0.89,rank_300_500
didn't,7,33,2.88,7.08,-4.2,0.4071,rank_300_500
traceback,19,17,7.82,3.65,4.18,2.1451,top_100
going,5,29,2.06,6.22,-4.16,0.3309,rank_300_500
mode,16,50,6.59,10.73,-4.14,0.6142,rank_300_500
playing,16,50,6.59,10.73,-4.14,0.6142,rank_300_500
without,27,71,11.12,15.23,-4.11,0.7299,rank_300_500
amazing,10,38,4.12,8.15,-4.03,0.5051,rank_300_500
great,59,132,24.29,28.31,-4.02,0.8579,rank_300_500
cook,17,14,7.0,3.0,4.0,2.3306,top_100
local,20,20,8.23,4.29,3.94,1.9193,top_100
configuration,4,26,1.65,5.58,-3.93,0.2953,rank_300_500
hard,4,26,1.65,5.58,-3.93,0.2953,rank_300_500
wondering,3,24,1.24,5.15,-3.91,0.2399,rank_300_500
file,14,45,5.76,9.65,-3.89,0.5971,rank_300_500
effect,1,20,0.41,4.29,-3.88,0.096,rank_300_500
saber,1,20,0.41,4.29,-3.88,0.096,rank_300_500
beefalo,14,9,5.76,1.93,3.83,2.9856,top_100
each,9,35,3.71,7.51,-3.8,0.4935,rank_300_500
fire,8,33,3.29,7.08,-3.78,0.4653,rank_300_500
recently,17,15,7.0,3.22,3.78,2.1752,top_100
ask,5,27,2.06,5.79,-3.73,0.3554,rank_300_500
yes,16,48,6.59,10.3,-3.71,0.6398,rank_300_500
nightmare,3,23,1.24,4.93,-3.7,0.2503,rank_300_500
look,27,69,11.12,14.8,-3.68,0.751,rank_300_500
fish,2,21,0.82,4.5,-3.68,0.1828,rank_300_500
wiki,2,21,0.82,4.5,-3.68,0.1828,rank_300_500
find,26,67,10.7,14.37,-3.67,0.7448,rank_300_500
every,14,44,5.76,9.44,-3.67,0.6107,rank_300_500
hello,14,44,5.76,9.44,-3.67,0.6107,rank_300_500
crashed,24,29,9.88,6.22,3.66,1.5884,top_100
anime,1,19,0.41,4.08,-3.66,0.101,rank_300_500
san,1,19,0.41,4.08,-3.66,0.101,rank_300_500
controller,14,10,5.76,2.15,3.62,2.687,top_100
check,8,32,3.29,6.86,-3.57,0.4798,rank_300_500
top,17,16,7.0,3.43,3.57,2.0393,top_100
since,32,78,13.17,16.73,-3.56,0.7874,rank_300_500
off,19,53,7.82,11.37,-3.55,0.6881,rank_300_500
line,18,18,7.41,3.86,3.55,1.9193,top_100
quite,6,28,2.47,6.01,-3.54,0.4113,rank_300_500
slots,6,28,2.47,6.01,-3.54,0.4113,rank_300_500
cannot,19,20,7.82,4.29,3.53,1.8233,top_100
another,17,49,7.0,10.51,-3.51,0.6659,rank_300_500
main,4,24,1.65,5.15,-3.5,0.3199,rank_300_500
armor,3,22,1.24,4.72,-3.48,0.2617,rank_300_500
meat,3,22,1.24,4.72,-3.48,0.2617,rank_300_500
long,23,28,9.47,6.01,3.46,1.5766,top_100
quick,13,9,5.35,1.93,3.42,2.7723,top_100
pick,14,11,5.76,2.36,3.4,2.4428,top_100
lol,8,31,3.29,6.65,-3.36,0.4953,rank_300_500
days,7,29,2.88,6.22,-3.34,0.4633,rank_300_500
done,6,27,2.47,5.79,-3.32,0.4265,rank_300_500
come,5,25,2.06,5.36,-3.3,0.3839,rank_300_500
less,5,25,2.06,5.36,-3.3,0.3839,rank_300_500
might,14,42,5.76,9.01,-3.25,0.6398,rank_300_500
let,13,40,5.35,8.58,-3.23,0.6238,rank_300_500
overall,13,10,5.35,2.15,3.21,2.4951,top_100
say,10,34,4.12,7.29,-3.18,0.5645,rank_300_500
icons,16,16,6.59,3.43,3.16,1.9193,top_100
seeds,5,24,2.06,5.15,-3.09,0.3999,rank_300_500
future,4,22,1.65,4.72,-3.07,0.349,rank_300_500
ice,4,22,1.65,4.72,-3.07,0.349,rank_300_500
weird,4,22,1.65,4.72,-3.07,0.349,rank_300_500
hud,3,20,1.24,4.29,-3.05,0.2879,rank_300_500
enjoy,2,18,0.82,3.86,-3.04,0.2133,rank_300_500
question,2,18,0.82,3.86,-3.04,0.2133,rank_300_500
pretty,14,41,5.76,8.79,-3.03,0.6554,rank_300_500
considering,13,11,5.35,2.36,2.99,2.2683,top_100
press,13,11,5.35,2.36,2.99,2.2683,top_100
anymore,26,36,10.7,7.72,2.98,1.3862,top_100
you're,11,35,4.53,7.51,-2.98,0.6032,rank_300_500
bit,10,33,4.12,7.08,-2.96,0.5816,rank_300_500
health,22,56,9.06,12.01,-2.95,0.754,rank_300_500
however,9,31,3.71,6.65,-2.94,0.5572,rank_300_500
kind,7,27,2.88,5.79,-2.91,0.4976,rank_300_500
changes,5,23,2.06,4.93,-2.88,0.4172,rank_300_500
faster,5,23,2.06,4.93,-2.88,0.4172,rank_300_500
que,5,23,2.06,4.93,-2.88,0.4172,rank_300_500
two,5,23,2.06,4.93,-2.88,0.4172,rank_300_500
everyone,4,21,1.65,4.5,-2.86,0.3656,rank_300_500
wait,4,21,1.65,4.5,-2.86,0.3656,rank_300_500
mod's,14,14,5.76,3.0,2.76,1.9193,top_100
request,14,14,5.76,3.0,2.76,1.9193,top_100
better,10,32,4.12,6.86,-2.75,0.5998,rank_300_500
icon,17,20,7.0,4.29,2.71,1.6314,top_100
least,8,28,3.29,6.01,-2.71,0.5484,rank_300_500
crock,5,22,2.06,4.72,-2.66,0.4362,rank_300_500
id,41,91,16.88,19.52,-2.64,0.8647,rank_300_500
away,4,20,1.65,4.29,-2.64,0.3839,rank_300_500
small,4,20,1.65,4.29,-2.64,0.3839,rank_300_500
klei,15,41,6.18,8.79,-2.62,0.7022,rank_300_500
enough,11,9,4.53,1.93,2.6,2.3458,top_100
respect,11,9,4.53,1.93,2.6,2.3458,top_100
showing,11,9,4.53,1.93,2.6,2.3458,top_100
while,37,59,15.23,12.66,2.58,1.2036,top_100
permission,12,11,4.94,2.36,2.58,2.0938,top_100
size,12,11,4.94,2.36,2.58,2.0938,top_100
drop,11,33,4.53,7.08,-2.55,0.6398,rank_300_500
list,14,15,5.76,3.22,2.55,1.7914,top_100
once,10,31,4.12,6.65,-2.53,0.6191,rank_300_500
experience,15,17,6.18,3.65,2.53,1.6935,top_100
provide,15,17,6.18,3.65,2.53,1.6935,top_100
looks,8,27,3.29,5.79,-2.5,0.5687,rank_300_500
description,17,21,7.0,4.5,2.49,1.5537,top_100
support,18,23,7.41,4.93,2.48,1.5021,top_100
anyway,7,25,2.88,5.36,-2.48,0.5374,rank_300_500
perfect,7,25,2.88,5.36,-2.48,0.5374,rank_300_500
easy,6,23,2.47,4.93,-2.46,0.5007,rank_300_500
fast,5,21,2.06,4.5,-2.45,0.457,rank_300_500
guys,5,21,2.06,4.5,-2.45,0.457,rank_300_500
tho,5,21,2.06,4.5,-2.45,0.457,rank_300_500
happen,4,19,1.65,4.08,-2.43,0.4041,rank_300_500
single,4,19,1.65,4.08,-2.43,0.4041,rank_300_500
bug,90,184,37.05,39.47,-2.42,0.9388,rank_300_500
things,16,42,6.59,9.01,-2.42,0.7312,rank_300_500
below,3,17,1.24,3.65,-2.41,0.3387,rank_300_500
hit,3,17,1.24,3.65,-2.41,0.3387,rank_300_500
ui,3,17,1.24,3.65,-2.41,0.3387,rank_300_500
always,14,38,5.76,8.15,-2.39,0.7071,rank_300_500
community,11,10,4.53,2.15,2.38,2.1112,top_100
inventory,13,36,5.35,7.72,-2.37,0.6931,rank_300_500
cave,13,14,5.35,3.0,2.35,1.7822,top_100
getting,11,32,4.53,6.86,-2.34,0.6598,rank_300_500
causes,14,16,5.76,3.43,2.33,1.6794,top_100
recipe,9,28,3.71,6.01,-2.3,0.6169,rank_300_500
stop,9,28,3.71,6.01,-2.3,0.6169,rank_300_500
whenever,16,20,6.59,4.29,2.3,1.5354,top_100
muito,8,26,3.29,5.58,-2.28,0.5906,rank_300_500
broken,20,28,8.23,6.01,2.23,1.3709,top_100
started,5,20,2.06,4.29,-2.23,0.4798,rank_300_500
keep,16,41,6.59,8.79,-2.21,0.749,rank_300_500
appear,4,18,1.65,3.86,-2.21,0.4265,rank_300_500
through,4,18,1.65,3.86,-2.21,0.4265,rank_300_500
everything,15,39,6.18,8.37,-2.19,0.7382,rank_300_500
inst,11,11,4.53,2.36,2.17,1.9193,top_100
special,11,11,4.53,2.36,2.17,1.9193,top_100
features,12,13,4.94,2.79,2.15,1.7717,top_100
wegame,12,13,4.94,2.79,2.15,1.7717,top_100
welcome,12,13,4.94,2.79,2.15,1.7717,top_100
config,12,33,4.94,7.08,-2.14,0.6979,rank_300_500
down,12,33,4.94,7.08,-2.14,0.6979,rank_300_500
years,15,19,6.18,4.08,2.1,1.5152,top_100
different,9,27,3.71,5.79,-2.09,0.6398,rank_300_500
plz,9,27,3.71,5.79,-2.09,0.6398,rank_300_500
place,16,21,6.59,4.5,2.08,1.4623,top_100
trees,8,25,3.29,5.36,-2.07,0.6142,rank_300_500
understand,8,25,3.29,5.36,-2.07,0.6142,rank_300_500
fine,20,48,8.23,10.3,-2.06,0.7997,rank_300_500
re,7,23,2.88,4.93,-2.05,0.5841,rank_300_500
code,18,44,7.41,9.44,-2.03,0.7852,rank_300_500
either,6,21,2.47,4.5,-2.03,0.5484,rank_300_500
files,6,21,2.47,4.5,-2.03,0.5484,rank_300_500
missing,6,21,2.47,4.5,-2.03,0.5484,rank_300_500
near,6,21,2.47,4.5,-2.03,0.5484,rank_300_500
oh,6,21,2.47,4.5,-2.03,0.5484,rank_300_500
date,5,19,2.06,4.08,-2.02,0.5051,rank_300_500
favorite,5,19,2.06,4.08,-2.02,0.5051,rank_300_500
what's,5,19,2.06,4.08,-2.02,0.5051,rank_300_500
default,17,42,7.0,9.01,-2.01,0.7769,rank_300_500
function,20,29,8.23,6.22,2.01,1.3237,top_100
monster,4,17,1.65,3.65,-2.0,0.4516,rank_300_500
thought,4,17,1.65,3.65,-2.0,0.4516,rank_300_500
turn,15,38,6.18,8.15,-1.98,0.7576,rank_300_500
auto,10,10,4.12,2.15,1.97,1.9193,top_100
nothing,13,34,5.35,7.29,-1.94,0.7339,rank_300_500
remove,15,20,6.18,4.29,1.89,1.4395,top_100
button,16,22,6.59,4.72,1.87,1.3959,top_100
client,20,47,8.23,10.08,-1.85,0.8167,rank_300_500
run,8,24,3.29,5.15,-1.85,0.6398,rank_300_500
disabled,7,22,2.88,4.72,-1.84,0.6107,rank_300_500
ty,7,22,2.88,4.72,-1.84,0.6107,rank_300_500
bugs,6,20,2.47,4.29,-1.82,0.5758,rank_300_500
comment,6,20,2.47,4.29,-1.82,0.5758,rank_300_500
removed,6,20,2.47,4.29,-1.82,0.5758,rank_300_500
dark,5,18,2.06,3.86,-1.8,0.5331,rank_300_500
similar,5,18,2.06,3.86,-1.8,0.5331,rank_300_500
bro,4,16,1.65,3.43,-1.79,0.4798,rank_300_500
chester,4,16,1.65,3.43,-1.79,0.4798,rank_300_500
range,4,16,1.65,3.43,-1.79,0.4798,rank_300_500
speed,4,16,1.65,3.43,-1.79,0.4798,rank_300_500
dedicated,10,11,4.12,2.36,1.76,1.7448,top_100
needed,10,11,4.12,2.36,1.76,1.7448,top_100
items,27,60,11.12,12.87,-1.75,0.8637,rank_300_500
configure,11,13,4.53,2.79,1.74,1.624,top_100
running,11,13,4.53,2.79,1.74,1.624,top_100
bad,10,27,4.12,5.79,-1.67,0.7109,rank_300_500
chance,9,25,3.71,5.36,-1.66,0.691,rank_300_500
build,8,23,3.29,4.93,-1.64,0.6676,rank_300_500
many,20,46,8.23,9.87,-1.63,0.8345,rank_300_500
download,18,27,7.41,5.79,1.62,1.2795,top_100
man,7,21,2.88,4.5,-1.62,0.6398,rank_300_500
us,7,21,2.88,4.5,-1.62,0.6398,rank_300_500
feature,6,19,2.47,4.08,-1.61,0.6061,rank_300_500
torch,5,17,2.06,3.65,-1.59,0.5645,rank_300_500
wow,5,17,2.06,3.65,-1.59,0.5645,rank_300_500
world,42,88,17.29,18.88,-1.58,0.916,rank_300_500
ever,15,36,6.18,7.72,-1.55,0.7997,rank_300_500
settings,14,34,5.76,7.29,-1.53,0.7903,rank_300_500
call,11,14,4.53,3.0,1.53,1.508,top_100
move,11,14,4.53,3.0,1.53,1.508,top_100
join,12,16,4.94,3.43,1.51,1.4395,top_100
enable,13,18,5.35,3.86,1.49,1.3862,top_100
trying,11,28,4.53,6.01,-1.48,0.754,rank_300_500
big,10,26,4.12,5.58,-1.46,0.7382,rank_300_500
far,10,26,4.12,5.58,-1.46,0.7382,rank_300_500
version,53,95,21.82,20.38,1.44,1.0708,top_100
conflict,7,20,2.88,4.29,-1.41,0.6718,rank_300_500
sound,7,20,2.88,4.29,-1.41,0.6718,rank_300_500
under,7,20,2.88,4.29,-1.41,0.6718,rank_300_500
item,19,43,7.82,9.22,-1.4,0.8481,rank_300_500
own,19,43,7.82,9.22,-1.4,0.8481,rank_300_500
cause,19,30,7.82,6.44,1.39,1.2156,top_100
appreciate,6,18,2.47,3.86,-1.39,0.6398,rank_300_500
couldn't,6,18,2.47,3.86,-1.39,0.6398,rank_300_500
read,6,18,2.47,3.86,-1.39,0.6398,rank_300_500
aren't,5,16,2.06,3.43,-1.37,0.5998,rank_300_500
dead,5,16,2.06,3.43,-1.37,0.5998,rank_300_500
super,5,16,2.06,3.43,-1.37,0.5998,rank_300_500
unfortunately,5,16,2.06,3.43,-1.37,0.5998,rank_300_500
available,9,11,3.71,2.36,1.35,1.5703,top_100
simple,10,13,4.12,2.79,1.33,1.4764,top_100
added,23,38,9.47,8.15,1.32,1.1617,top_100
happens,12,17,4.94,3.65,1.29,1.3548,top_100
options,11,27,4.53,5.79,-1.26,0.7819,rank_300_500
de,10,25,4.12,5.36,-1.25,0.7677,rank_300_500
gets,10,25,4.12,5.36,-1.25,0.7677,rank_300_500
players,10,25,4.12,5.36,-1.25,0.7677,rank_300_500
i'd,9,23,3.71,4.93,-1.23,0.751,rank_300_500
setting,9,23,3.71,4.93,-1.23,0.751,rank_300_500
name,16,25,6.59,5.36,1.22,1.2284,top_100
example,8,21,3.29,4.5,-1.21,0.7312,rank_300_500
shadow,8,21,3.29,4.5,-1.21,0.7312,rank_300_500
currently,7,19,2.88,4.08,-1.19,0.7071,rank_300_500
between,6,17,2.47,3.65,-1.18,0.6774,rank_300_500
open,20,33,8.23,7.08,1.16,1.1632,top_100
properly,5,15,2.06,3.22,-1.16,0.6398,rank_300_500
tried,16,36,6.59,7.72,-1.13,0.853,rank_300_500
reset,9,12,3.71,2.57,1.13,1.4395,top_100
self,9,12,3.71,2.57,1.13,1.4395,top_100
came,10,14,4.12,3.0,1.11,1.3709,top_100
prefab,10,14,4.12,3.0,1.11,1.3709,top_100
box,11,16,4.53,3.43,1.1,1.3195,top_100
next,11,16,4.53,3.43,1.1,1.3195,top_100
can't,50,101,20.58,21.66,-1.08,0.9502,rank_300_500
extra,12,18,4.94,3.86,1.08,1.2795,top_100
minimap,13,20,5.35,4.29,1.06,1.2476,top_100
steamcommunity,36,74,14.82,15.87,-1.05,0.9337,rank_300_500
full,11,26,4.53,5.58,-1.05,0.812,rank_300_500
ds,10,24,4.12,5.15,-1.03,0.7997,rank_300_500
soon,10,24,4.12,5.15,-1.03,0.7997,rank_300_500
crafting,8,20,3.29,4.29,-1.0,0.7677,rank_300_500
skill,8,20,3.29,4.29,-1.0,0.7677,rank_300_500
pot,17,28,7.0,6.01,0.99,1.1653,top_100
possible,30,53,12.35,11.37,0.98,1.0864,top_100
job,7,18,2.88,3.86,-0.98,0.7464,rank_300_500
said,7,18,2.88,3.86,-0.98,0.7464,rank_300_500
annoying,6,16,2.47,3.43,-0.96,0.7197,rank_300_500
tab,6,16,2.47,3.43,-0.96,0.7197,rank_300_500
wont,6,16,2.47,3.43,-0.96,0.7197,rank_300_500
new,58,107,23.88,22.95,0.93,1.0404,top_100
free,9,13,3.71,2.79,0.92,1.3288,top_100
report,9,13,3.71,2.79,0.92,1.3288,top_100
