token,top_100_comment_count,rank_300_500_comment_count,top_100_comments_per_1000,rank_300_500_comments_per_1000,comments_per_1000_diff,rate_ratio,dominant_group
end,22,38,9.06,8.15,0.91,1.1112,top_100
agree,10,15,4.12,3.22,0.9,1.2795,top_100
believe,10,15,4.12,3.22,0.9,1.2795,top_100
guess,10,15,4.12,3.22,0.9,1.2795,top_100
worked,10,15,4.12,3.22,0.9,1.2795,top_100
left,11,17,4.53,3.65,0.88,1.2419,top_100
base,13,29,5.35,6.22,-0.87,0.8604,rank_300_500
island,12,19,4.94,4.08,0.86,1.2122,top_100
string,12,19,4.94,4.08,0.86,1.2122,top_100
chinese,12,27,4.94,5.79,-0.85,0.853,rank_300_500
issues,12,27,4.94,5.79,-0.85,0.853,rank_300_500
probably,12,27,4.94,5.79,-0.85,0.853,rank_300_500
there's,13,21,5.35,4.5,0.85,1.1881,top_100
last,26,46,10.7,9.87,0.84,1.0848,top_100
creator,11,25,4.53,5.36,-0.83,0.8445,rank_300_500
until,17,29,7.0,6.22,0.78,1.1251,top_100
option,30,54,12.35,11.58,0.77,1.0663,top_100
edit,7,17,2.88,3.65,-0.76,0.7903,rank_300_500
times,6,15,2.47,3.22,-0.75,0.7677,rank_300_500
reason,18,38,7.41,8.15,-0.74,0.9091,rank_300_500
number,8,12,3.29,2.57,0.72,1.2795,top_100
type,8,12,3.29,2.57,0.72,1.2795,top_100
credit,9,14,3.71,3.0,0.7,1.2338,top_100
screen,15,32,6.18,6.86,-0.69,0.8997,rank_300_500
old,10,16,4.12,3.43,0.68,1.1996,top_100
seems,25,51,10.29,10.94,-0.65,0.9408,rank_300_500
sometimes,12,20,4.94,4.29,0.65,1.1516,top_100
updates,12,20,4.94,4.29,0.65,1.1516,top_100
create,13,22,5.35,4.72,0.63,1.1341,top_100
filedetails,36,72,14.82,15.44,-0.62,0.9597,rank_300_500
try,36,72,14.82,15.44,-0.62,0.9597,rank_300_500
right,22,45,9.06,9.65,-0.6,0.9383,rank_300_500
updating,10,22,4.12,4.72,-0.6,0.8724,rank_300_500
folder,9,20,3.71,4.29,-0.58,0.8637,rank_300_500
says,9,20,3.71,4.29,-0.58,0.8637,rank_300_500
wrong,9,20,3.71,4.29,-0.58,0.8637,rank_300_500
anyone,20,41,8.23,8.79,-0.56,0.9362,rank_300_500
beta,7,16,2.88,3.43,-0.55,0.8397,rank_300_500
crockpot,6,14,2.47,3.0,-0.53,0.8226,rank_300_500
ctrl,6,14,2.47,3.0,-0.53,0.8226,rank_300_500
exactly,6,14,2.47,3.0,-0.53,0.8226,rank_300_500
system,6,14,2.47,3.0,-0.53,0.8226,rank_300_500
case,8,13,3.29,2.79,0.51,1.1811,top_100
current,8,13,3.29,2.79,0.51,1.1811,top_100
shows,8,13,3.29,2.79,0.51,1.1811,top_100
anything,16,33,6.59,7.08,-0.49,0.9306,rank_300_500
close,9,15,3.71,3.22,0.49,1.1516,top_100
host,9,15,3.71,3.22,0.49,1.1516,top_100
test,9,15,3.71,3.22,0.49,1.1516,top_100
take,60,113,24.7,24.24,0.46,1.0191,top_100
must,11,19,4.53,4.08,0.45,1.1112,top_100
player,24,44,9.88,9.44,0.44,1.0469,top_100
lag,13,27,5.35,5.79,-0.44,0.9241,rank_300_500
menu,12,25,4.94,5.36,-0.42,0.9213,rank_300_500
tree,12,25,4.94,5.36,-0.42,0.9213,rank_300_500
sharedfiles,36,71,14.82,15.23,-0.41,0.9732,rank_300_500
both,14,25,5.76,5.36,0.4,1.0748,top_100
friends,10,21,4.12,4.5,-0.39,0.914,rank_300_500
looking,9,19,3.71,4.08,-0.37,0.9091,rank_300_500
instead,21,42,8.65,9.01,-0.36,0.9597,rank_300_500
ability,7,15,2.88,3.22,-0.34,0.8957,rank_300_500
gives,7,15,2.88,3.22,-0.34,0.8957,rank_300_500
problems,7,15,2.88,3.22,-0.34,0.8957,rank_300_500
tested,7,15,2.88,3.22,-0.34,0.8957,rank_300_500
using,43,81,17.7,17.37,0.33,1.0189,top_100
updated,31,61,12.76,13.08,-0.32,0.9754,rank_300_500
disable,19,35,7.82,7.51,0.31,1.0419,top_100
else,17,34,7.0,7.29,-0.29,0.9597,rank_300_500
god,8,14,3.29,3.0,0.29,1.0967,top_100
itself,9,16,3.71,3.43,0.27,1.0796,top_100
latest,9,16,3.71,3.43,0.27,1.0796,top_100
isn't,11,20,4.53,4.29,0.24,1.0556,top_100
message,12,22,4.94,4.72,0.22,1.0469,top_100
seem,12,22,4.94,4.72,0.22,1.0469,top_100
bom,13,24,5.35,5.15,0.2,1.0396,top_100
craft,13,24,5.35,5.15,0.2,1.0396,top_100
works,65,124,26.76,26.6,0.16,1.0061,top_100
etc,9,18,3.71,3.86,-0.16,0.9597,rank_300_500
haven't,9,18,3.71,3.86,-0.16,0.9597,rank_300_500
means,9,18,3.71,3.86,-0.16,0.9597,rank_300_500
myself,8,16,3.29,3.43,-0.14,0.9597,rank_300_500
ones,8,16,3.29,3.43,-0.14,0.9597,rank_300_500
return,8,16,3.29,3.43,-0.14,0.9597,rank_300_500
side,7,14,2.88,3.0,-0.12,0.9597,rank_300_500
compatible,19,37,7.82,7.94,-0.11,0.9856,rank_300_500
api,7,13,2.88,2.79,0.09,1.0335,top_100
core,7,13,2.88,2.79,0.09,1.0335,top_100
patch,7,13,2.88,2.79,0.09,1.0335,top_100
longer,17,33,7.0,7.08,-0.08,0.9887,rank_300_500
noticed,8,15,3.29,3.22,0.08,1.0236,top_100
vanilla,8,15,3.29,3.22,0.08,1.0236,top_100
due,9,17,3.71,3.65,0.06,1.0161,top_100
true,10,19,4.12,4.08,0.04,1.0102,top_100
adding,11,21,4.53,4.5,0.02,1.0054,top_100
thx,11,21,4.53,4.5,0.02,1.0054,top_100
components,12,23,4.94,4.93,0.01,1.0014,top_100
yet,12,23,4.94,4.93,0.01,1.0014,top_100
