token,top_100_comment_count,rank_300_500_comment_count,top_100_comments_per_1000,rank_300_500_comments_per_1000,comments_per_1000_diff,rate_ratio,dominant_group
self,15,12,4.41,2.36,2.05,1.8669,top_100
walls,13,9,3.82,1.77,2.05,2.1573,top_100
hidden,11,6,3.23,1.18,2.05,2.7382,top_100
solution,11,6,3.23,1.18,2.05,2.7382,top_100
demais,9,3,2.64,0.59,2.05,4.4806,top_100
wormhole,9,3,2.64,0.59,2.05,4.4806,top_100
call,19,18,5.58,3.54,2.04,1.5765,top_100
disable,17,15,4.99,2.95,2.04,1.6927,top_100
using,52,88,15.28,17.31,-2.03,0.8825,rank_300_500
enabled,27,30,7.93,5.9,2.03,1.3442,top_100
own,20,40,5.88,7.87,-1.99,0.7468,rank_300_500
few,12,28,3.53,5.51,-1.98,0.6401,rank_300_500
recipe,12,28,3.53,5.51,-1.98,0.6401,rank_300_500
example,10,25,2.94,4.92,-1.98,0.5974,rank_300_500
kind,8,22,2.35,4.33,-1.98,0.5431,rank_300_500
skin,4,16,1.18,3.15,-1.97,0.3734,rank_300_500
translate,4,16,1.18,3.15,-1.97,0.3734,rank_300_500
infinite,2,13,0.59,2.56,-1.97,0.2298,rank_300_500
sleep,2,13,0.59,2.56,-1.97,0.2298,rank_300_500
taking,2,13,0.59,2.56,-1.97,0.2298,rank_300_500
anywhere,0,10,0.0,1.97,-1.97,0.0,rank_300_500
carrots,0,10,0.0,1.97,-1.97,0.0,rank_300_500
concept,0,10,0.0,1.97,-1.97,0.0,rank_300_500
considered,0,10,0.0,1.97,-1.97,0.0,rank_300_500
gollum,0,10,0.0,1.97,-1.97,0.0,rank_300_500
healing,0,10,0.0,1.97,-1.97,0.0,rank_300_500
ia,0,10,0.0,1.97,-1.97,0.0,rank_300_500
model,0,10,0.0,1.97,-1.97,0.0,rank_300_500
moose,0,10,0.0,1.97,-1.97,0.0,rank_300_500
purpose,0,10,0.0,1.97,-1.97,0.0,rank_300_500
unique,0,10,0.0,1.97,-1.97,0.0,rank_300_500
al,8,2,2.35,0.39,1.96,5.9741,top_100
compiled,8,2,2.35,0.39,1.96,5.9741,top_100
deleted,8,2,2.35,0.39,1.96,5.9741,top_100
fertilizer,8,2,2.35,0.39,1.96,5.9741,top_100
tutorials,8,2,2.35,0.39,1.96,5.9741,top_100
war,8,2,2.35,0.39,1.96,5.9741,top_100
wall,14,11,4.11,2.16,1.95,1.9009,top_100
es,12,8,3.53,1.57,1.95,2.2403,top_100
live,12,8,3.53,1.57,1.95,2.2403,top_100
called,10,5,2.94,0.98,1.95,2.9871,top_100
house,10,5,2.94,0.98,1.95,2.9871,top_100
loading,10,5,2.94,0.98,1.95,2.9871,top_100
searchtext,10,5,2.94,0.98,1.95,2.9871,top_100
whenever,20,20,5.88,3.93,1.94,1.4935,top_100
https,54,71,15.86,13.97,1.9,1.1359,top_100
ever,19,38,5.58,7.47,-1.89,0.7468,rank_300_500
around,15,32,4.41,6.29,-1.89,0.7001,rank_300_500
base,15,32,4.41,6.29,-1.89,0.7001,rank_300_500
config,15,32,4.41,6.29,-1.89,0.7001,rank_300_500
needs,13,29,3.82,5.7,-1.89,0.6695,rank_300_500
bad,11,26,3.23,5.11,-1.88,0.6319,rank_300_500
big,11,26,3.23,5.11,-1.88,0.6319,rank_300_500
build,9,23,2.64,4.52,-1.88,0.5844,rank_300_500
come,9,23,2.64,4.52,-1.88,0.5844,rank_300_500
he's,5,17,1.47,3.34,-1.87,0.4393,rank_300_500
matter,5,17,1.47,3.34,-1.87,0.4393,rank_300_500
nightmare,5,17,1.47,3.34,-1.87,0.4393,rank_300_500
effect,3,14,0.88,2.75,-1.87,0.32,rank_300_500
forums,3,14,0.88,2.75,-1.87,0.32,rank_300_500
upload,3,14,0.88,2.75,-1.87,0.32,rank_300_500
activate,1,11,0.29,2.16,-1.87,0.1358,rank_300_500
along,1,11,0.29,2.16,-1.87,0.1358,rank_300_500
cold,1,11,0.29,2.16,-1.87,0.1358,rank_300_500
path,1,11,0.29,2.16,-1.87,0.1358,rank_300_500
rabbits,1,11,0.29,2.16,-1.87,0.1358,rank_300_500
touhou,1,11,0.29,2.16,-1.87,0.1358,rank_300_500
weak,1,11,0.29,2.16,-1.87,0.1358,rank_300_500
analysis,9,4,2.64,0.79,1.86,3.3605,top_100
automated,9,4,2.64,0.79,1.86,3.3605,top_100
awaiting,9,4,2.64,0.79,1.86,3.3605,top_100
behind,9,4,2.64,0.79,1.86,3.3605,top_100
container,9,4,2.64,0.79,1.86,3.3605,top_100
force,9,4,2.64,0.79,1.86,3.3605,top_100
links,9,4,2.64,0.79,1.86,3.3605,top_100
mainfunctions,9,4,2.64,0.79,1.86,3.3605,top_100
websites,9,4,2.64,0.79,1.86,3.3605,top_100
eyebone,7,1,2.06,0.2,1.86,10.4548,top_100
fridge,7,1,2.06,0.2,1.86,10.4548,top_100
happening,7,1,2.06,0.2,1.86,10.4548,top_100
healthbar,7,1,2.06,0.2,1.86,10.4548,top_100
inspect,7,1,2.06,0.2,1.86,10.4548,top_100
beta,13,10,3.82,1.97,1.85,1.9416,top_100
auto,11,7,3.23,1.38,1.85,2.347,top_100
check,21,22,6.17,4.33,1.84,1.4256,top_100
original,31,37,9.11,7.28,1.83,1.2513,top_100
made,53,70,15.57,13.77,1.8,1.1308,top_100
set,24,45,7.05,8.85,-1.8,0.7966,rank_300_500
better,12,27,3.53,5.31,-1.79,0.6638,rank_300_500
guys,12,27,3.53,5.31,-1.79,0.6638,rank_300_500
configuration,8,21,2.35,4.13,-1.78,0.569,rank_300_500
single,8,21,2.35,4.13,-1.78,0.569,rank_300_500
happen,6,18,1.76,3.54,-1.78,0.4978,rank_300_500
similar,6,18,1.76,3.54,-1.78,0.4978,rank_300_500
complete,2,12,0.59,2.36,-1.77,0.2489,rank_300_500
core,2,12,0.59,2.36,-1.77,0.2489,rank_300_500
multiplayer,2,12,0.59,2.36,-1.77,0.2489,rank_300_500
regen,2,12,0.59,2.36,-1.77,0.2489,rank_300_500
tiny,2,12,0.59,2.36,-1.77,0.2489,rank_300_500
whole,2,12,0.59,2.36,-1.77,0.2489,rank_300_500
abilities,0,9,0.0,1.77,-1.77,0.0,rank_300_500
bonk,0,9,0.0,1.77,-1.77,0.0,rank_300_500
dropped,0,9,0.0,1.77,-1.77,0.0,rank_300_500
ears,0,9,0.0,1.77,-1.77,0.0,rank_300_500
genshin,0,9,0.0,1.77,-1.77,0.0,rank_300_500
hair,0,9,0.0,1.77,-1.77,0.0,rank_300_500
late,0,9,0.0,1.77,-1.77,0.0,rank_300_500
omg,0,9,0.0,1.77,-1.77,0.0,rank_300_500
plan,0,9,0.0,1.77,-1.77,0.0,rank_300_500
powerful,0,9,0.0,1.77,-1.77,0.0,rank_300_500
pushed,0,9,0.0,1.77,-1.77,0.0,rank_300_500
rail,0,9,0.0,1.77,-1.77,0.0,rank_300_500
senshimi,0,9,0.0,1.77,-1.77,0.0,rank_300_500
slice,0,9,0.0,1.77,-1.77,0.0,rank_300_500
stand,0,9,0.0,1.77,-1.77,0.0,rank_300_500
trap,0,9,0.0,1.77,-1.77,0.0,rank_300_500
ya,12,9,3.53,1.77,1.76,1.9914,top_100
collection,10,6,2.94,1.18,1.76,2.4892,top_100
existing,10,6,2.94,1.18,1.76,2.4892,top_100
alternative,8,3,2.35,0.59,1.76,3.9828,top_100
cooked,8,3,2.35,0.59,1.76,3.9828,top_100
vlw,8,3,2.35,0.59,1.76,3.9828,top_100
report,16,15,4.7,2.95,1.75,1.5931,top_100
setting,16,15,4.7,2.95,1.75,1.5931,top_100
secondary,14,12,4.11,2.36,1.75,1.7425,top_100
cannot,24,27,7.05,5.31,1.74,1.3276,top_100
menu,24,27,7.05,5.31,1.74,1.3276,top_100
line,20,21,5.88,4.13,1.74,1.4224,top_100
else,17,34,4.99,6.69,-1.69,0.7468,rank_300_500
currently,11,25,3.23,4.92,-1.69,0.6572,rank_300_500
read,11,25,3.23,4.92,-1.69,0.6572,rank_300_500
yeah,11,25,3.23,4.92,-1.69,0.6572,rank_300_500
number,9,22,2.64,4.33,-1.68,0.611,rank_300_500
idk,7,19,2.06,3.74,-1.68,0.5503,rank_300_500
couldn't,5,16,1.47,3.15,-1.68,0.4667,rank_300_500
heart,5,16,1.47,3.15,-1.68,0.4667,rank_300_500
wow,5,16,1.47,3.15,-1.68,0.4667,rank_300_500
command,3,13,0.88,2.56,-1.68,0.3447,rank_300_500
hell,3,13,0.88,2.56,-1.68,0.3447,rank_300_500
increase,3,13,0.88,2.56,-1.68,0.3447,rank_300_500
leave,3,13,0.88,2.56,-1.68,0.3447,rank_300_500
water,3,13,0.88,2.56,-1.68,0.3447,rank_300_500
baby,1,10,0.29,1.97,-1.67,0.1494,rank_300_500
beautiful,1,10,0.29,1.97,-1.67,0.1494,rank_300_500
dlc,1,10,0.29,1.97,-1.67,0.1494,rank_300_500
don,1,10,0.29,1.97,-1.67,0.1494,rank_300_500
goat,1,10,0.29,1.97,-1.67,0.1494,rank_300_500
ideas,1,10,0.29,1.97,-1.67,0.1494,rank_300_500
it'd,1,10,0.29,1.97,-1.67,0.1494,rank_300_500
loved,1,10,0.29,1.97,-1.67,0.1494,rank_300_500
maker,1,10,0.29,1.97,-1.67,0.1494,rank_300_500
perks,1,10,0.29,1.97,-1.67,0.1494,rank_300_500
repair,1,10,0.29,1.97,-1.67,0.1494,rank_300_500
short,1,10,0.29,1.97,-1.67,0.1494,rank_300_500
survive,1,10,0.29,1.97,-1.67,0.1494,rank_300_500
walk,1,10,0.29,1.97,-1.67,0.1494,rank_300_500
watch,1,10,0.29,1.97,-1.67,0.1494,rank_300_500
wonderful,1,10,0.29,1.97,-1.67,0.1494,rank_300_500
woodie,1,10,0.29,1.97,-1.67,0.1494,rank_300_500
bar,11,8,3.23,1.57,1.66,2.0536,top_100
timer,11,8,3.23,1.57,1.66,2.0536,top_100
box,9,5,2.64,0.98,1.66,2.6884,top_100
harmful,9,5,2.64,0.98,1.66,2.6884,top_100
mini,9,5,2.64,0.98,1.66,2.6884,top_100
switch,9,5,2.64,0.98,1.66,2.6884,top_100
temporarily,9,5,2.64,0.98,1.66,2.6884,top_100
verify,9,5,2.64,0.98,1.66,2.6884,top_100
class,7,2,2.06,0.39,1.66,5.2274,top_100
entityscript,7,2,2.06,0.39,1.66,5.2274,top_100
experiencing,7,2,2.06,0.39,1.66,5.2274,top_100
provide,19,20,5.58,3.93,1.65,1.4189,top_100
settings,19,20,5.58,3.93,1.65,1.4189,top_100
pick,17,17,4.99,3.34,1.65,1.4935,top_100
response,15,14,4.41,2.75,1.65,1.6002,top_100
found,35,44,10.28,8.65,1.63,1.188,top_100
map,31,38,9.11,7.47,1.63,1.2184,top_100
fine,22,41,6.46,8.06,-1.6,0.8014,rank_300_500
hello,22,41,6.46,8.06,-1.6,0.8014,rank_300_500
ok,18,35,5.29,6.88,-1.6,0.7681,rank_300_500
different,14,29,4.11,5.7,-1.59,0.721,rank_300_500
cave,12,26,3.53,5.11,-1.59,0.6893,rank_300_500
place,10,23,2.94,4.52,-1.59,0.6494,rank_300_500
re,8,20,2.35,3.93,-1.58,0.5974,rank_300_500
bro,6,17,1.76,3.34,-1.58,0.5271,rank_300_500
creatures,6,17,1.76,3.34,-1.58,0.5271,rank_300_500
san,4,14,1.18,2.75,-1.58,0.4267,rank_300_500
builder,2,11,0.59,2.16,-1.58,0.2716,rank_300_500
choose,2,11,0.59,2.16,-1.58,0.2716,rank_300_500
difficult,2,11,0.59,2.16,-1.58,0.2716,rank_300_500
slow,2,11,0.59,2.16,-1.58,0.2716,rank_300_500
trouble,2,11,0.59,2.16,-1.58,0.2716,rank_300_500
waiting,2,11,0.59,2.16,-1.58,0.2716,rank_300_500
whats,2,11,0.59,2.16,-1.58,0.2716,rank_300_500
wolfgang,2,11,0.59,2.16,-1.58,0.2716,rank_300_500
blade,0,8,0.0,1.57,-1.57,0.0,rank_300_500
bring,0,8,0.0,1.57,-1.57,0.0,rank_300_500
co,0,8,0.0,1.57,-1.57,0.0,rank_300_500
dialogue,0,8,0.0,1.57,-1.57,0.0,rank_300_500
falas,0,8,0.0,1.57,-1.57,0.0,rank_300_500
fruit,0,8,0.0,1.57,-1.57,0.0,rank_300_500
goofydandelion,0,8,0.0,1.57,-1.57,0.0,rank_300_500
hungry,0,8,0.0,1.57,-1.57,0.0,rank_300_500
liked,0,8,0.0,1.57,-1.57,0.0,rank_300_500
nightvision,0,8,0.0,1.57,-1.57,0.0,rank_300_500
nue,0,8,0.0,1.57,-1.57,0.0,rank_300_500
playable,0,8,0.0,1.57,-1.57,0.0,rank_300_500
prime,0,8,0.0,1.57,-1.57,0.0,rank_300_500
sea,0,8,0.0,1.57,-1.57,0.0,rank_300_500
sooo,0,8,0.0,1.57,-1.57,0.0,rank_300_500
tents,0,8,0.0,1.57,-1.57,0.0,rank_300_500
traps,0,8,0.0,1.57,-1.57,0.0,rank_300_500
umbra,0,8,0.0,1.57,-1.57,0.0,rank_300_500
voice,0,8,0.0,1.57,-1.57,0.0,rank_300_500
warframe,0,8,0.0,1.57,-1.57,0.0,rank_300_500
copy,67,108,19.68,21.24,-1.56,0.9265,rank_300_500
developer,14,13,4.11,2.56,1.56,1.6084,top_100
authorization,12,10,3.53,1.97,1.56,1.7922,top_100
considerations,12,10,3.53,1.97,1.56,1.7922,top_100
creativity,12,10,3.53,1.97,1.56,1.7922,top_100
deeply,12,10,3.53,1.97,1.56,1.7922,top_100
gaming,12,10,3.53,1.97,1.56,1.7922,top_100
information,12,10,3.53,1.97,1.56,1.7922,top_100
key,12,10,3.53,1.97,1.56,1.7922,top_100
proposal,12,10,3.53,1.97,1.56,1.7922,top_100
quick,12,10,3.53,1.97,1.56,1.7922,top_100
retain,12,10,3.53,1.97,1.56,1.7922,top_100
sharer,12,10,3.53,1.97,1.56,1.7922,top_100
ctrl,10,7,2.94,1.38,1.56,2.1336,top_100
false,10,7,2.94,1.38,1.56,2.1336,top_100
helps,10,7,2.94,1.38,1.56,2.1336,top_100
insight,10,7,2.94,1.38,1.56,2.1336,top_100
failed,8,4,2.35,0.79,1.56,2.9871,top_100
etc,16,16,4.7,3.15,1.55,1.4935,top_100
inst,16,16,4.7,3.15,1.55,1.4935,top_100
chinese,24,28,7.05,5.51,1.54,1.2802,top_100
issue,40,52,11.75,10.23,1.52,1.1489,top_100
file,19,36,5.58,7.08,-1.5,0.7883,rank_300_500
log,17,33,4.99,6.49,-1.5,0.7694,rank_300_500
slots,9,21,2.64,4.13,-1.49,0.6401,rank_300_500
ty,9,21,2.64,4.13,-1.49,0.6401,rank_300_500
uses,7,18,2.06,3.54,-1.48,0.5808,rank_300_500
bosses,5,15,1.47,2.95,-1.48,0.4978,rank_300_500
farm,5,15,1.47,2.95,-1.48,0.4978,rank_300_500
alone,3,12,0.88,2.36,-1.48,0.3734,rank_300_500
google,3,12,0.88,2.36,-1.48,0.3734,rank_300_500
multiple,3,12,0.88,2.36,-1.48,0.3734,rank_300_500
downloaded,1,9,0.29,1.77,-1.48,0.1659,rank_300_500
harder,1,9,0.29,1.77,-1.48,0.1659,rank_300_500
interested,1,9,0.29,1.77,-1.48,0.1659,rank_300_500
luck,1,9,0.29,1.77,-1.48,0.1659,rank_300_500
pig,1,9,0.29,1.77,-1.48,0.1659,rank_300_500
reading,1,9,0.29,1.77,-1.48,0.1659,rank_300_500
style,1,9,0.29,1.77,-1.48,0.1659,rank_300_500
underground,1,9,0.29,1.77,-1.48,0.1659,rank_300_500
wasn't,1,9,0.29,1.77,-1.48,0.1659,rank_300_500
x2,1,9,0.29,1.77,-1.48,0.1659,rank_300_500
bastante,7,3,2.06,0.59,1.47,3.4849,top_100
pit,7,3,2.06,0.59,1.47,3.4849,top_100
switching,7,3,2.06,0.59,1.47,3.4849,top_100
tropical,7,3,2.06,0.59,1.47,3.4849,top_100
widgets,7,3,2.06,0.59,1.47,3.4849,top_100
index,15,15,4.41,2.95,1.46,1.4935,top_100
received,13,12,3.82,2.36,1.46,1.618,top_100
therefore,13,12,3.82,2.36,1.46,1.618,top_100
configure,9,6,2.64,1.18,1.46,2.2403,top_100
hopefully,9,6,2.64,1.18,1.46,2.2403,top_100
nb,9,6,2.64,1.18,1.46,2.2403,top_100
okay,9,6,2.64,1.18,1.46,2.2403,top_100
pra,9,6,2.64,1.18,1.46,2.2403,top_100
star,9,6,2.64,1.18,1.46,2.2403,top_100
must,17,18,4.99,3.54,1.45,1.4106,top_100
getting,14,28,4.11,5.51,-1.39,0.7468,rank_300_500
plz,14,28,4.11,5.51,-1.39,0.7468,rank_300_500
create,12,25,3.53,4.92,-1.39,0.7169,rank_300_500
main,10,22,2.94,4.33,-1.39,0.6789,rank_300_500
side,8,19,2.35,3.74,-1.39,0.6289,rank_300_500
keeps,6,16,1.76,3.15,-1.38,0.5601,rank_300_500
allow,4,13,1.18,2.56,-1.38,0.4595,rank_300_500
skins,4,13,1.18,2.56,-1.38,0.4595,rank_300_500
apply,2,10,0.59,1.97,-1.38,0.2987,rank_300_500
fact,2,10,0.59,1.97,-1.38,0.2987,rank_300_500
gears,2,10,0.59,1.97,-1.38,0.2987,rank_300_500
impossible,2,10,0.59,1.97,-1.38,0.2987,rank_300_500
killing,2,10,0.59,1.97,-1.38,0.2987,rank_300_500
master,2,10,0.59,1.97,-1.38,0.2987,rank_300_500
transform,2,10,0.59,1.97,-1.38,0.2987,rank_300_500
ajudou,8,5,2.35,0.98,1.37,2.3897,top_100
esse,8,5,2.35,0.98,1.37,2.3897,top_100
pc,8,5,2.35,0.98,1.37,2.3897,top_100
subscribe,8,5,2.35,0.98,1.37,2.3897,top_100
errors,6,2,1.76,0.39,1.37,4.4806,top_100
keys,6,2,1.76,0.39,1.37,4.4806,top_100
lets,6,2,1.76,0.39,1.37,4.4806,top_100
numbers,6,2,1.76,0.39,1.37,4.4806,top_100
saved,6,2,1.76,0.39,1.37,4.4806,top_100
util,6,2,1.76,0.39,1.37,4.4806,top_100
list,16,17,4.7,3.34,1.36,1.4057,top_100
regular,14,14,4.11,2.75,1.36,1.4935,top_100
additionally,12,11,3.53,2.16,1.36,1.6293,top_100
enhance,12,11,3.53,2.16,1.36,1.6293,top_100
grant,12,11,3.53,2.16,1.36,1.6293,top_100
impressed,12,11,3.53,2.16,1.36,1.6293,top_100
integrate,12,11,3.53,2.16,1.36,1.6293,top_100
requirements,12,11,3.53,2.16,1.36,1.6293,top_100
rights,12,11,3.53,2.16,1.36,1.6293,top_100
automatically,10,8,2.94,1.57,1.36,1.8669,top_100
caused,10,8,2.94,1.57,1.36,1.8669,top_100
believe,18,20,5.29,3.93,1.35,1.3442,top_100
fix,112,174,32.9,34.23,-1.32,0.9614,rank_300_500
off,27,47,7.93,9.24,-1.31,0.858,rank_300_500
boss,21,38,6.17,7.47,-1.31,0.8254,rank_300_500
quite,11,23,3.23,4.52,-1.29,0.7143,rank_300_500
problems,9,20,2.64,3.93,-1.29,0.6721,rank_300_500
weird,7,17,2.06,3.34,-1.29,0.615,rank_300_500
based,5,14,1.47,2.75,-1.28,0.5334,rank_300_500
bugs,5,14,1.47,2.75,-1.28,0.5334,rank_300_500
finally,5,14,1.47,2.75,-1.28,0.5334,rank_300_500
seconds,5,14,1.47,2.75,-1.28,0.5334,rank_300_500
send,5,14,1.47,2.75,-1.28,0.5334,rank_300_500
wouldn't,5,14,1.47,2.75,-1.28,0.5334,rank_300_500
fit,3,11,0.88,2.16,-1.28,0.4073,rank_300_500
maxwell,3,11,0.88,2.16,-1.28,0.4073,rank_300_500
revive,3,11,0.88,2.16,-1.28,0.4073,rank_300_500
adjust,1,8,0.29,1.57,-1.28,0.1867,rank_300_500
arcade,1,8,0.29,1.57,-1.28,0.1867,rank_300_500
bag,1,8,0.29,1.57,-1.28,0.1867,rank_300_500
course,1,8,0.29,1.57,-1.28,0.1867,rank_300_500
delay,1,8,0.29,1.57,-1.28,0.1867,rank_300_500
destroyed,1,8,0.29,1.57,-1.28,0.1867,rank_300_500
dragonfly,1,8,0.29,1.57,-1.28,0.1867,rank_300_500
entirely,1,8,0.29,1.57,-1.28,0.1867,rank_300_500
fantastic,1,8,0.29,1.57,-1.28,0.1867,rank_300_500
grass,1,8,0.29,1.57,-1.28,0.1867,rank_300_500
hits,1,8,0.29,1.57,-1.28,0.1867,rank_300_500
isso,1,8,0.29,1.57,-1.28,0.1867,rank_300_500
mate,1,8,0.29,1.57,-1.28,0.1867,rank_300_500
possibility,1,8,0.29,1.57,-1.28,0.1867,rank_300_500
questions,1,8,0.29,1.57,-1.28,0.1867,rank_300_500
script,1,8,0.29,1.57,-1.28,0.1867,rank_300_500
speak,1,8,0.29,1.57,-1.28,0.1867,rank_300_500
summon,1,8,0.29,1.57,-1.28,0.1867,rank_300_500
totally,1,8,0.29,1.57,-1.28,0.1867,rank_300_500
user,1,8,0.29,1.57,-1.28,0.1867,rank_300_500
usually,1,8,0.29,1.57,-1.28,0.1867,rank_300_500
www,1,8,0.29,1.57,-1.28,0.1867,rank_300_500
zero,1,8,0.29,1.57,-1.28,0.1867,rank_300_500
gems,9,7,2.64,1.38,1.27,1.9203,top_100
materials,9,7,2.64,1.38,1.27,1.9203,top_100
miss,9,7,2.64,1.38,1.27,1.9203,top_100
tail,9,7,2.64,1.38,1.27,1.9203,top_100
upvalue,9,7,2.64,1.38,1.27,1.9203,top_100
actions,7,4,2.06,0.79,1.27,2.6137,top_100
lags,7,4,2.06,0.79,1.27,2.6137,top_100
names,7,4,2.06,0.79,1.27,2.6137,top_100
recommend,7,4,2.06,0.79,1.27,2.6137,top_100
steamapps,7,4,2.06,0.79,1.27,2.6137,top_100
walter,7,4,2.06,0.79,1.27,2.6137,top_100
considering,17,19,4.99,3.74,1.26,1.3363,top_100
across,13,13,3.82,2.56,1.26,1.4935,top_100
writing,13,13,3.82,2.56,1.26,1.4935,top_100
everything,21,25,6.17,4.92,1.25,1.2546,top_100
crashed,27,34,7.93,6.69,1.24,1.186,top_100
anything,28,48,8.23,9.44,-1.22,0.8712,rank_300_500
gets,14,27,4.11,5.31,-1.2,0.7744,rank_300_500
lag,12,24,3.53,4.72,-1.2,0.7468,rank_300_500
simple,10,21,2.94,4.13,-1.19,0.7112,rank_300_500
part,8,18,2.35,3.54,-1.19,0.6638,rank_300_500
although,6,15,1.76,2.95,-1.19,0.5974,rank_300_500
icons,6,15,1.76,2.95,-1.19,0.5974,rank_300_500
adds,4,12,1.18,2.36,-1.19,0.4978,rank_300_500
certain,4,12,1.18,2.36,-1.19,0.4978,rank_300_500
consider,4,12,1.18,2.36,-1.19,0.4978,rank_300_500
died,4,12,1.18,2.36,-1.19,0.4978,rank_300_500
dude,4,12,1.18,2.36,-1.19,0.4978,rank_300_500
guy,4,12,1.18,2.36,-1.19,0.4978,rank_300_500
na,4,12,1.18,2.36,-1.19,0.4978,rank_300_500
assume,2,9,0.59,1.77,-1.18,0.3319,rank_300_500
configurable,2,9,0.59,1.77,-1.18,0.3319,rank_300_500
dos,2,9,0.59,1.77,-1.18,0.3319,rank_300_500
generate,2,9,0.59,1.77,-1.18,0.3319,rank_300_500
raw,2,9,0.59,1.77,-1.18,0.3319,rank_300_500
slower,2,9,0.59,1.77,-1.18,0.3319,rank_300_500
spiders,2,9,0.59,1.77,-1.18,0.3319,rank_300_500
wickerbottom,2,9,0.59,1.77,-1.18,0.3319,rank_300_500
you'd,2,9,0.59,1.77,-1.18,0.3319,rank_300_500
da,10,9,2.94,1.77,1.17,1.6595,top_100
wiki,10,9,2.94,1.77,1.17,1.6595,top_100
double,8,6,2.35,1.18,1.17,1.9914,top_100
launch,8,6,2.35,1.18,1.17,1.9914,top_100
rocks,8,6,2.35,1.18,1.17,1.9914,top_100
ta,8,6,2.35,1.18,1.17,1.9914,top_100
warning,8,6,2.35,1.18,1.17,1.9914,top_100
ah,6,3,1.76,0.59,1.17,2.9871,top_100
completely,6,3,1.76,0.59,1.17,2.9871,top_100
controls,6,3,1.76,0.59,1.17,2.9871,top_100
entire,6,3,1.76,0.59,1.17,2.9871,top_100
event,6,3,1.76,0.59,1.17,2.9871,top_100
giant,6,3,1.76,0.59,1.17,2.9871,top_100
hmm,6,3,1.76,0.59,1.17,2.9871,top_100
indicator,6,3,1.76,0.59,1.17,2.9871,top_100
laggy,6,3,1.76,0.59,1.17,2.9871,top_100
modinfo,6,3,1.76,0.59,1.17,2.9871,top_100
tips,6,3,1.76,0.59,1.17,2.9871,top_100
both,18,21,5.29,4.13,1.16,1.2802,top_100
permission,16,18,4.7,3.54,1.16,1.3276,top_100
creation,14,15,4.11,2.95,1.16,1.394,top_100
test,14,15,4.11,2.95,1.16,1.394,top_100
type,12,12,3.53,2.36,1.16,1.4935,top_100
que,24,30,7.05,5.9,1.15,1.1948,top_100
trying,22,27,6.46,5.31,1.15,1.217,top_100
fire,20,24,5.88,4.72,1.15,1.2446,top_100
every,23,40,6.76,7.87,-1.11,0.8588,rank_300_500
tried,21,37,6.17,7.28,-1.11,0.8477,rank_300_500
friends,17,31,4.99,6.1,-1.1,0.819,rank_300_500
anyway,11,22,3.23,4.33,-1.1,0.7468,rank_300_500
chance,11,22,3.23,4.33,-1.1,0.7468,rank_300_500
enough,11,22,3.23,4.33,-1.1,0.7468,rank_300_500
says,11,22,3.23,4.33,-1.1,0.7468,rank_300_500
vanilla,9,19,2.64,3.74,-1.09,0.7075,rank_300_500
later,7,16,2.06,3.15,-1.09,0.6534,rank_300_500
compatibility,5,13,1.47,2.56,-1.09,0.5744,rank_300_500
equip,5,13,1.47,2.56,-1.09,0.5744,rank_300_500
gem,5,13,1.47,2.56,-1.09,0.5744,rank_300_500
port,5,13,1.47,2.56,-1.09,0.5744,rank_300_500
recent,5,13,1.47,2.56,-1.09,0.5744,rank_300_500
seed,5,13,1.47,2.56,-1.09,0.5744,rank_300_500
forgot,3,10,0.88,1.97,-1.09,0.4481,rank_300_500
high,3,10,0.88,1.97,-1.09,0.4481,rank_300_500
plans,3,10,0.88,1.97,-1.09,0.4481,rank_300_500
sw,3,10,0.88,1.97,-1.09,0.4481,rank_300_500
weapons,3,10,0.88,1.97,-1.09,0.4481,rank_300_500
ancient,1,7,0.29,1.38,-1.08,0.2134,rank_300_500
bem,1,7,0.29,1.38,-1.08,0.2134,rank_300_500
bunch,1,7,0.29,1.38,-1.08,0.2134,rank_300_500
char,1,7,0.29,1.38,-1.08,0.2134,rank_300_500
early,1,7,0.29,1.38,-1.08,0.2134,rank_300_500
exit,1,7,0.29,1.38,-1.08,0.2134,rank_300_500
fav,1,7,0.29,1.38,-1.08,0.2134,rank_300_500
knows,1,7,0.29,1.38,-1.08,0.2134,rank_300_500
learn,1,7,0.29,1.38,-1.08,0.2134,rank_300_500
manually,1,7,0.29,1.38,-1.08,0.2134,rank_300_500
meant,1,7,0.29,1.38,-1.08,0.2134,rank_300_500
merged,1,7,0.29,1.38,-1.08,0.2134,rank_300_500
modder,1,7,0.29,1.38,-1.08,0.2134,rank_300_500
non,1,7,0.29,1.38,-1.08,0.2134,rank_300_500
picture,1,7,0.29,1.38,-1.08,0.2134,rank_300_500
result,1,7,0.29,1.38,-1.08,0.2134,rank_300_500
strong,1,7,0.29,1.38,-1.08,0.2134,rank_300_500
translated,1,7,0.29,1.38,-1.08,0.2134,rank_300_500
v3,1,7,0.29,1.38,-1.08,0.2134,rank_300_500
you've,1,7,0.29,1.38,-1.08,0.2134,rank_300_500
available,11,11,3.23,2.16,1.07,1.4935,top_100
date,9,8,2.64,1.57,1.07,1.6802,top_100
flowers,9,8,2.64,1.57,1.07,1.6802,top_100
specifically,9,8,2.64,1.57,1.07,1.6802,top_100
correct,7,5,2.06,0.98,1.07,2.091,top_100
melhor,7,5,2.06,0.98,1.07,2.091,top_100
