token,top_100_comment_count,rank_300_500_comment_count,top_100_comments_per_1000,rank_300_500_comments_per_1000,comments_per_1000_diff,rate_ratio,dominant_group
hp,1,43,0.29,8.46,-8.16,0.0347,rank_300_500
need,50,115,14.69,22.62,-7.93,0.6494,rank_300_500
english,16,64,4.7,12.59,-7.89,0.3734,rank_300_500
awesome,11,56,3.23,11.01,-7.78,0.2934,rank_300_500
little,8,51,2.35,10.03,-7.68,0.2343,rank_300_500
marble,0,39,0.0,7.67,-7.67,0.0,rank_300_500
want,50,113,14.69,22.23,-7.54,0.6609,rank_300_500
something,34,89,9.99,17.51,-7.52,0.5706,rank_300_500
someone,16,62,4.7,12.2,-7.49,0.3854,rank_300_500
put,19,66,5.58,12.98,-7.4,0.43,rank_300_500
hunger,5,45,1.47,8.85,-7.38,0.1659,rank_300_500
makes,18,64,5.29,12.59,-7.3,0.4201,rank_300_500
again,25,74,7.34,14.56,-7.21,0.5046,rank_300_500
machine,1,38,0.29,7.47,-7.18,0.0393,rank_300_500
nil,41,25,12.04,4.92,7.13,2.4494,top_100
person,35,16,10.28,3.15,7.13,3.2671,top_100
useful,44,30,12.93,5.9,7.03,2.1905,top_100
fun,6,44,1.76,8.65,-6.89,0.2037,rank_300_500
charlie,0,35,0.0,6.88,-6.88,0.0,rank_300_500
method,38,22,11.16,4.33,6.84,2.5797,top_100
pretty,11,51,3.23,10.03,-6.8,0.3221,rank_300_500
hud,9,48,2.64,9.44,-6.8,0.28,rank_300_500
though,16,58,4.7,11.41,-6.71,0.412,rank_300_500
idea,14,55,4.11,10.82,-6.71,0.3802,rank_300_500
attempt,40,26,11.75,5.11,6.64,2.2977,top_100
light,5,41,1.47,8.06,-6.6,0.1821,rank_300_500
mean,5,41,1.47,8.06,-6.6,0.1821,rank_300_500
op,5,41,1.47,8.06,-6.6,0.1821,rank_300_500
look,34,84,9.99,16.52,-6.53,0.6045,rank_300_500
xd,6,42,1.76,8.26,-6.5,0.2134,rank_300_500
http,4,39,1.18,7.67,-6.5,0.1532,rank_300_500
afk,0,33,0.0,6.49,-6.49,0.0,rank_300_500
bom,38,24,11.16,4.72,6.44,2.3648,top_100
update,179,235,52.59,46.22,6.36,1.1376,top_100
de,41,29,12.04,5.7,6.34,2.1116,top_100
making,20,62,5.88,12.2,-6.32,0.4818,rank_300_500
chara,0,32,0.0,6.29,-6.29,0.0,rank_300_500
broken,38,25,11.16,4.92,6.25,2.2702,top_100
hope,31,78,9.11,15.34,-6.24,0.5936,rank_300_500
give,17,57,4.99,11.21,-6.22,0.4454,rank_300_500
job,5,39,1.47,7.67,-6.2,0.1915,rank_300_500
over,64,127,18.8,24.98,-6.18,0.7526,rank_300_500
being,22,64,6.46,12.59,-6.13,0.5134,rank_300_500
winter,6,40,1.76,7.87,-6.11,0.224,rank_300_500
slot,4,37,1.18,7.28,-6.1,0.1615,rank_300_500
able,21,62,6.17,12.2,-6.03,0.5059,rank_300_500
even,48,102,14.1,20.06,-5.96,0.7028,rank_300_500
change,40,90,11.75,17.7,-5.95,0.6638,rank_300_500
modmain,35,22,10.28,4.33,5.95,2.3761,top_100
thank,112,197,32.9,38.75,-5.85,0.8491,rank_300_500
hi,19,58,5.58,11.41,-5.83,0.4893,rank_300_500
damage,17,55,4.99,10.82,-5.82,0.4616,rank_300_500
value,37,26,10.87,5.11,5.76,2.1254,top_100
won't,37,26,10.87,5.11,5.76,2.1254,top_100
where,30,74,8.81,14.56,-5.74,0.6055,rank_300_500
frisk,0,29,0.0,5.7,-5.7,0.0,rank_300_500
sword,0,29,0.0,5.7,-5.7,0.0,rank_300_500
can't,65,126,19.1,24.78,-5.69,0.7705,rank_300_500
go,25,66,7.34,12.98,-5.64,0.5657,rank_300_500
red,3,33,0.88,6.49,-5.61,0.1358,rank_300_500
health,20,58,5.88,11.41,-5.53,0.515,rank_300_500
thing,18,55,5.29,10.82,-5.53,0.4888,rank_300_500
click,34,23,9.99,4.52,5.46,2.2078,top_100
don't,107,187,31.43,36.78,-5.35,0.8546,rank_300_500
many,20,57,5.88,11.21,-5.34,0.524,rank_300_500
attack,8,39,2.35,7.67,-5.32,0.3064,rank_300_500
helpful,26,12,7.64,2.36,5.28,3.236,top_100
function,36,27,10.58,5.31,5.27,1.9914,top_100
die,7,37,2.06,7.28,-5.22,0.2826,rank_300_500
dark,3,31,0.88,6.1,-5.22,0.1445,rank_300_500
monster,3,31,0.88,6.1,-5.22,0.1445,rank_300_500
same,30,71,8.81,13.97,-5.15,0.6311,rank_300_500
lot,18,53,5.29,10.42,-5.14,0.5072,rank_300_500
amazing,16,50,4.7,9.83,-5.13,0.4779,rank_300_500
however,8,38,2.35,7.47,-5.12,0.3144,rank_300_500
oh,8,38,2.35,7.47,-5.12,0.3144,rank_300_500
find,45,93,13.22,18.29,-5.07,0.7227,rank_300_500
two,9,39,2.64,7.67,-5.03,0.3447,rank_300_500
feel,7,36,2.06,7.08,-5.02,0.2904,rank_300_500
life,5,33,1.47,6.49,-5.02,0.2263,rank_300_500
field,27,15,7.93,2.95,4.98,2.6884,top_100
i've,22,58,6.46,11.41,-4.95,0.5665,rank_300_500
because,57,110,16.75,21.64,-4.89,0.7739,rank_300_500
local,26,14,7.64,2.75,4.88,2.7737,top_100
anymore,42,38,12.34,7.47,4.86,1.6508,top_100
already,23,59,6.76,11.61,-4.85,0.5822,rank_300_500
compatible,19,53,5.58,10.42,-4.84,0.5354,rank_300_500
works,86,104,25.26,20.46,4.81,1.235,top_100
top,27,16,7.93,3.15,4.78,2.5203,top_100
hey,14,45,4.11,8.85,-4.74,0.4647,rank_300_500
never,12,42,3.53,8.26,-4.74,0.4267,rank_300_500
options,8,36,2.35,7.08,-4.73,0.3319,rank_300_500
drain,0,24,0.0,4.72,-4.72,0.0,rank_300_500
rog,0,24,0.0,4.72,-4.72,0.0,rank_300_500
faster,5,31,1.47,6.1,-4.63,0.2409,rank_300_500
since,48,95,14.1,18.69,-4.59,0.7546,rank_300_500
pls,26,62,7.64,12.2,-4.56,0.6263,rank_300_500
wish,8,35,2.35,6.88,-4.53,0.3414,rank_300_500
fn,22,10,6.46,1.97,4.5,3.2858,top_100
cook,18,4,5.29,0.79,4.5,6.7209,top_100
traceback,30,22,8.81,4.33,4.49,2.0366,top_100
without,31,69,9.11,13.57,-4.47,0.671,rank_300_500
always,15,45,4.41,8.85,-4.44,0.4978,rank_300_500
less,3,27,0.88,5.31,-4.43,0.1659,rank_300_500
global,23,12,6.76,2.36,4.4,2.8626,top_100
el,19,6,5.58,1.18,4.4,4.7295,top_100
food,29,21,8.52,4.13,4.39,2.0625,top_100
string,32,26,9.4,5.11,4.29,1.8382,top_100
back,31,68,9.11,13.38,-4.27,0.6809,rank_300_500
sorry,19,50,5.58,9.83,-4.25,0.5675,rank_300_500
i'd,11,38,3.23,7.47,-4.24,0.4323,rank_300_500
days,9,35,2.64,6.88,-4.24,0.3841,rank_300_500
portal,3,26,0.88,5.11,-4.23,0.1723,rank_300_500
low,1,23,0.29,4.52,-4.23,0.0649,rank_300_500
client,35,31,10.28,6.1,4.18,1.6863,top_100
option,32,69,9.4,13.57,-4.17,0.6927,rank_300_500
actually,14,42,4.11,8.26,-4.15,0.4978,rank_300_500
meat,4,27,1.18,5.31,-4.14,0.2213,rank_300_500
vision,0,21,0.0,4.13,-4.13,0.0,rank_300_500
new,85,106,24.97,20.85,4.12,1.1976,top_100
table,20,9,5.88,1.77,4.11,3.319,top_100
crashing,44,45,12.93,8.85,4.07,1.4603,top_100
yes,19,49,5.58,9.64,-4.06,0.5791,rank_300_500
island,9,34,2.64,6.69,-4.04,0.3953,rank_300_500
eyes,1,22,0.29,4.33,-4.03,0.0679,rank_300_500
folder,19,8,5.58,1.57,4.01,3.5472,top_100
disabling,15,2,4.41,0.39,4.01,11.2015,top_100
help,36,74,10.58,14.56,-3.98,0.7266,rank_300_500
eat,2,23,0.59,4.52,-3.94,0.1299,rank_300_500
gun,0,20,0.0,3.93,-3.93,0.0,rank_300_500
replica,14,1,4.11,0.2,3.92,20.9095,top_100
detailed,22,13,6.46,2.56,3.91,2.5275,top_100
screen,20,10,5.88,1.97,3.91,2.9871,top_100
en,16,4,4.7,0.79,3.91,5.9741,top_100
first,15,42,4.41,8.26,-3.85,0.5334,rank_300_500
stuff,13,39,3.82,7.67,-3.85,0.4978,rank_300_500
stop,9,33,2.64,6.49,-3.85,0.4073,rank_300_500
during,7,30,2.06,5.9,-3.84,0.3485,rank_300_500
future,3,24,0.88,4.72,-3.84,0.1867,rank_300_500
played,3,24,0.88,4.72,-3.84,0.1867,rank_300_500
size,15,3,4.41,0.59,3.82,7.4677,top_100
stackable,13,0,3.82,0.0,3.82,,top_100
ds,10,34,2.94,6.69,-3.75,0.4393,rank_300_500
spawn,8,31,2.35,6.1,-3.75,0.3854,rank_300_500
changes,6,28,1.76,5.51,-3.74,0.32,rank_300_500
speed,6,28,1.76,5.51,-3.74,0.32,rank_300_500
become,2,22,0.59,4.33,-3.74,0.1358,rank_300_500
ghost,0,19,0.0,3.74,-3.74,0.0,rank_300_500
gir,0,19,0.0,3.74,-3.74,0.0,rank_300_500
suit,0,19,0.0,3.74,-3.74,0.0,rank_300_500
minimap,16,5,4.7,0.98,3.72,4.7793,top_100
players,13,38,3.82,7.47,-3.66,0.5109,rank_300_500
others,7,29,2.06,5.7,-3.65,0.3605,rank_300_500
times,7,29,2.06,5.7,-3.65,0.3605,rank_300_500
translation,7,29,2.06,5.7,-3.65,0.3605,rank_300_500
suggestion,3,23,0.88,4.52,-3.64,0.1948,rank_300_500
art,1,20,0.29,3.93,-3.64,0.0747,rank_300_500
years,23,16,6.76,3.15,3.61,2.147,top_100
that's,18,45,5.29,8.85,-3.56,0.5974,rank_300_500
skill,8,30,2.35,5.9,-3.55,0.3983,rank_300_500
trees,8,30,2.35,5.9,-3.55,0.3983,rank_300_500
rick,0,18,0.0,3.54,-3.54,0.0,rank_300_500
mobs,20,12,5.88,2.36,3.52,2.4892,top_100
data,16,6,4.7,1.18,3.52,3.9828,top_100
updated,39,76,11.46,14.95,-3.49,0.7664,rank_300_500
day,19,46,5.58,9.05,-3.47,0.6169,rank_300_500
friend,15,40,4.41,7.87,-3.46,0.5601,rank_300_500
looks,15,40,4.41,7.87,-3.46,0.5601,rank_300_500
giving,1,19,0.29,3.74,-3.44,0.0786,rank_300_500
koalefant,1,19,0.29,3.74,-3.44,0.0786,rank_300_500
papyrus,1,19,0.29,3.74,-3.44,0.0786,rank_300_500
announce,13,2,3.82,0.39,3.43,9.708,top_100
content,29,26,8.52,5.11,3.41,1.6659,top_100
download,29,26,8.52,5.11,3.41,1.6659,top_100
craft,16,41,4.7,8.06,-3.36,0.5828,rank_300_500
fast,8,29,2.35,5.7,-3.35,0.412,rank_300_500
ice,4,23,1.18,4.52,-3.35,0.2597,rank_300_500
near,4,23,1.18,4.52,-3.35,0.2597,rank_300_500
seeds,4,23,1.18,4.52,-3.35,0.2597,rank_300_500
armor,2,20,0.59,3.93,-3.35,0.1494,rank_300_500
anime,0,17,0.0,3.34,-3.34,0.0,rank_300_500
darkness,0,17,0.0,3.34,-3.34,0.0,rank_300_500
dog,0,17,0.0,3.34,-3.34,0.0,rank_300_500
she's,0,17,0.0,3.34,-3.34,0.0,rank_300_500
tent,0,17,0.0,3.34,-3.34,0.0,rank_300_500
save,24,19,7.05,3.74,3.31,1.8866,top_100
lol,11,33,3.23,6.49,-3.26,0.4978,rank_300_500
looking,7,27,2.06,5.31,-3.25,0.3872,rank_300_500
second,7,27,2.06,5.31,-3.25,0.3872,rank_300_500
kinda,3,21,0.88,4.13,-3.25,0.2134,rank_300_500
level,1,18,0.29,3.54,-3.25,0.083,rank_300_500
rate,1,18,0.29,3.54,-3.25,0.083,rank_300_500
shipwrecked,1,18,0.29,3.54,-3.25,0.083,rank_300_500
another,20,46,5.88,9.05,-3.17,0.6494,rank_300_500
may,20,46,5.88,9.05,-3.17,0.6494,rank_300_500
seem,16,40,4.7,7.87,-3.17,0.5974,rank_300_500
once,14,37,4.11,7.28,-3.16,0.5651,rank_300_500
hard,8,28,2.35,5.51,-3.16,0.4267,rank_300_500
ask,6,25,1.76,4.92,-3.15,0.3584,rank_300_500
form,0,16,0.0,3.15,-3.15,0.0,rank_300_500
per,0,16,0.0,3.15,-3.15,0.0,rank_300_500
ring,0,16,0.0,3.15,-3.15,0.0,rank_300_500
load,16,8,4.7,1.57,3.13,2.9871,top_100
muy,12,2,3.53,0.39,3.13,8.9612,top_100
open,26,23,7.64,4.52,3.11,1.6883,top_100
item,34,35,9.99,6.88,3.1,1.4509,top_100
nice,92,153,27.03,30.09,-3.07,0.8981,rank_300_500
reason,17,41,4.99,8.06,-3.07,0.6193,rank_300_500
you're,15,38,4.41,7.47,-3.07,0.5896,rank_300_500
easy,7,26,2.06,5.11,-3.06,0.4021,rank_300_500
animation,3,20,0.88,3.93,-3.05,0.224,rank_300_500
stay,3,20,0.88,3.93,-3.05,0.224,rank_300_500
head,1,17,0.29,3.34,-3.05,0.0879,rank_300_500
penalty,1,17,0.29,3.34,-3.05,0.0879,rank_300_500
version,64,111,18.8,21.83,-3.03,0.8611,rank_300_500
action,15,7,4.41,1.38,3.03,3.2004,top_100
announcements,11,1,3.23,0.2,3.03,16.4289,top_100
punch,11,1,3.23,0.2,3.03,16.4289,top_100
press,19,13,5.58,2.56,3.02,2.1829,top_100
best,45,52,13.22,10.23,2.99,1.2925,top_100
sharedfiles,45,52,13.22,10.23,2.99,1.2925,top_100
normal,16,39,4.7,7.67,-2.97,0.6127,rank_300_500
next,12,33,3.53,6.49,-2.97,0.5431,rank_300_500
nothing,12,33,3.53,6.49,-2.97,0.5431,rank_300_500
patch,4,21,1.18,4.13,-2.96,0.2845,rank_300_500
sound,4,21,1.18,4.13,-2.96,0.2845,rank_300_500
stats,4,21,1.18,4.13,-2.96,0.2845,rank_300_500
summer,0,15,0.0,2.95,-2.95,0.0,rank_300_500
ws,0,15,0.0,2.95,-2.95,0.0,rank_300_500
outdated,12,3,3.53,0.59,2.94,5.9741,top_100
position,12,3,3.53,0.59,2.94,5.9741,top_100
chest,14,6,4.11,1.18,2.93,3.4849,top_100
author,38,42,11.16,8.26,2.9,1.3513,top_100
filedetails,46,54,13.51,10.62,2.89,1.2723,top_100
things,21,46,6.17,9.05,-2.88,0.6818,rank_300_500
didn't,13,34,3.82,6.69,-2.87,0.5711,rank_300_500
tab,9,28,2.64,5.51,-2.86,0.4801,rank_300_500
appear,5,22,1.47,4.33,-2.86,0.3394,rank_300_500
gain,1,16,0.29,3.15,-2.85,0.0933,rank_300_500
interesting,1,16,0.29,3.15,-2.85,0.0933,rank_300_500
paste,58,101,17.04,19.87,-2.83,0.8577,rank_300_500
causes,21,17,6.17,3.34,2.83,1.845,top_100
wilson,21,17,6.17,3.34,2.83,1.845,top_100
se,17,11,4.99,2.16,2.83,2.3082,top_100
bit,18,41,5.29,8.06,-2.78,0.6557,rank_300_500
kill,4,20,1.18,3.93,-2.76,0.2987,rank_300_500
tradu,4,20,1.18,3.93,-2.76,0.2987,rank_300_500
movement,0,14,0.0,2.75,-2.75,0.0,rank_300_500
nie,0,14,0.0,2.75,-2.75,0.0,rank_300_500
rest,0,14,0.0,2.75,-2.75,0.0,rank_300_500
science,0,14,0.0,2.75,-2.75,0.0,rank_300_500
skills,0,14,0.0,2.75,-2.75,0.0,rank_300_500
figure,14,7,4.11,1.38,2.74,2.9871,top_100
cellar,10,1,2.94,0.2,2.74,14.9354,top_100
juego,10,1,2.94,0.2,2.74,14.9354,top_100
saitama,10,1,2.94,0.2,2.74,14.9354,top_100
shield,10,1,2.94,0.2,2.74,14.9354,top_100
functionality,18,13,5.29,2.56,2.73,2.068,top_100
running,18,13,5.29,2.56,2.73,2.068,top_100
fixed,37,69,10.87,13.57,-2.7,0.8009,rank_300_500
steamcommunity,46,55,13.51,10.82,2.7,1.2491,top_100
anyone,23,48,6.76,9.44,-2.68,0.7157,rank_300_500
there's,15,36,4.41,7.08,-2.67,0.6223,rank_300_500
drop,13,33,3.82,6.49,-2.67,0.5884,rank_300_500
least,11,30,3.23,5.9,-2.67,0.5476,rank_300_500
thx,9,27,2.64,5.31,-2.67,0.4978,rank_300_500
tree,9,27,2.64,5.31,-2.67,0.4978,rank_300_500
done,7,24,2.06,4.72,-2.66,0.4356,rank_300_500
everyone,5,21,1.47,4.13,-2.66,0.3556,rank_300_500
point,5,21,1.47,4.13,-2.66,0.3556,rank_300_500
enjoy,3,18,0.88,3.54,-2.66,0.2489,rank_300_500
wondering,3,18,0.88,3.54,-2.66,0.2489,rank_300_500
deerclops,1,15,0.29,2.95,-2.66,0.0996,rank_300_500
beard,13,6,3.82,1.18,2.64,3.236,top_100
mouse,13,6,3.82,1.18,2.64,3.236,top_100
stopped,13,6,3.82,1.18,2.64,3.236,top_100
alt,11,3,3.23,0.59,2.64,5.4763,top_100
actionqueue,9,0,2.64,0.0,2.64,,top_100
support,23,21,6.76,4.13,2.63,1.6358,top_100
prefab,17,12,4.99,2.36,2.63,2.1158,top_100
status,17,12,4.99,2.36,2.63,2.1158,top_100
going,14,34,4.11,6.69,-2.57,0.615,rank_300_500
favorite,8,25,2.35,4.92,-2.57,0.4779,rank_300_500
thought,6,22,1.76,4.33,-2.56,0.4073,rank_300_500
lower,2,16,0.59,3.15,-2.56,0.1867,rank_300_500
modding,2,16,0.59,3.15,-2.56,0.1867,rank_300_500
takes,2,16,0.59,3.15,-2.56,0.1867,rank_300_500
anchor,0,13,0.0,2.56,-2.56,0.0,rank_300_500
cage,0,13,0.0,2.56,-2.56,0.0,rank_300_500
farms,0,13,0.0,2.56,-2.56,0.0,rank_300_500
furniture,0,13,0.0,2.56,-2.56,0.0,rank_300_500
gear,0,13,0.0,2.56,-2.56,0.0,rank_300_500
koalefants,0,13,0.0,2.56,-2.56,0.0,rank_300_500
reign,0,13,0.0,2.56,-2.56,0.0,rank_300_500
scout,0,13,0.0,2.56,-2.56,0.0,rank_300_500
pot,16,11,4.7,2.16,2.54,2.1724,top_100
restart,14,8,4.11,1.57,2.54,2.6137,top_100
steal,12,5,3.53,0.98,2.54,3.5845,top_100
against,10,2,2.94,0.39,2.54,7.4677,top_100
esta,10,2,2.94,0.39,2.54,7.4677,top_100
un,10,2,2.94,0.39,2.54,7.4677,top_100
caves,32,35,9.4,6.88,2.52,1.3655,top_100
code,23,47,6.76,9.24,-2.49,0.7309,rank_300_500
wait,9,26,2.64,5.11,-2.47,0.517,rank_300_500
backpack,5,20,1.47,3.93,-2.47,0.3734,rank_300_500
balanced,3,17,0.88,3.34,-2.46,0.2636,rank_300_500
bearger,1,14,0.29,2.75,-2.46,0.1067,rank_300_500
curious,1,14,0.29,2.75,-2.46,0.1067,rank_300_500
overpowered,1,14,0.29,2.75,-2.46,0.1067,rank_300_500
track,1,14,0.29,2.75,-2.46,0.1067,rank_300_500
ajuda,9,1,2.64,0.2,2.45,13.4418,top_100
happened,17,13,4.99,2.56,2.44,1.9531,top_100
worked,17,13,4.99,2.56,2.44,1.9531,top_100
prefabs,15,10,4.41,1.97,2.44,2.2403,top_100
controller,13,7,3.82,1.38,2.44,2.7737,top_100
recently,23,22,6.76,4.33,2.43,1.5614,top_100
updates,12,30,3.53,5.9,-2.38,0.5974,rank_300_500
dead,8,24,2.35,4.72,-2.37,0.4978,rank_300_500
lose,6,21,1.76,4.13,-2.37,0.4267,rank_300_500
monsters,4,18,1.18,3.54,-2.37,0.3319,rank_300_500
real,4,18,1.18,3.54,-2.37,0.3319,rank_300_500
fixing,2,15,0.59,2.95,-2.36,0.1991,rank_300_500
spider,2,15,0.59,2.95,-2.36,0.1991,rank_300_500
busy,0,12,0.0,2.36,-2.36,0.0,rank_300_500
deadpool,0,12,0.0,2.36,-2.36,0.0,rank_300_500
hast,0,12,0.0,2.36,-2.36,0.0,rank_300_500
lunatic,0,12,0.0,2.36,-2.36,0.0,rank_300_500
quotes,0,12,0.0,2.36,-2.36,0.0,rank_300_500
rin,0,12,0.0,2.36,-2.36,0.0,rank_300_500
values,12,6,3.53,1.18,2.35,2.9871,top_100
burning,10,3,2.94,0.59,2.35,4.9785,top_100
actualizado,8,0,2.35,0.0,2.35,,top_100
defend,8,0,2.35,0.0,2.35,,top_100
megamind,8,0,2.35,0.0,2.35,,top_100
rebellion,8,0,2.35,0.0,2.35,,top_100
para,16,12,4.7,2.36,2.34,1.9914,top_100
respect,16,12,4.7,2.36,2.34,1.9914,top_100
name,26,27,7.64,5.31,2.33,1.4382,top_100
end,24,24,7.05,4.72,2.33,1.4935,top_100
components,22,21,6.46,4.13,2.33,1.5647,top_100
button,20,18,5.88,3.54,2.33,1.6595,top_100
experience,20,18,5.88,3.54,2.33,1.6595,top_100
mod's,20,18,5.88,3.54,2.33,1.6595,top_100
keep,23,46,6.76,9.05,-2.29,0.7468,rank_300_500
playing,23,46,6.76,9.05,-2.29,0.7468,rank_300_500
say,17,37,4.99,7.28,-2.28,0.6862,rank_300_500
understand,13,31,3.82,6.1,-2.28,0.6263,rank_300_500
us,11,28,3.23,5.51,-2.28,0.5867,rank_300_500
max,7,22,2.06,4.33,-2.27,0.4752,rank_300_500
ability,5,19,1.47,3.74,-2.27,0.393,rank_300_500
rabbit,3,16,0.88,3.15,-2.27,0.28,rank_300_500
answer,1,13,0.29,2.56,-2.26,0.1149,rank_300_500
aura,1,13,0.29,2.56,-2.26,0.1149,rank_300_500
death,1,13,0.29,2.56,-2.26,0.1149,rank_300_500
fish,1,13,0.29,2.56,-2.26,0.1149,rank_300_500
com,68,113,19.98,22.23,-2.25,0.8988,rank_300_500
este,11,5,3.23,0.98,2.25,3.2858,top_100
jogo,11,5,3.23,0.98,2.25,3.2858,top_100
la,11,5,3.23,0.98,2.25,3.2858,top_100
personal,11,5,3.23,0.98,2.25,3.2858,top_100
somehow,11,5,3.23,0.98,2.25,3.2858,top_100
hide,9,2,2.64,0.39,2.25,6.7209,top_100
guess,15,11,4.41,2.16,2.24,2.0366,top_100
id,53,68,15.57,13.38,2.19,1.1641,top_100
perfect,10,26,2.94,5.11,-2.18,0.5744,rank_300_500
due,8,23,2.35,4.52,-2.17,0.5195,rank_300_500
lost,4,17,1.18,3.34,-2.17,0.3514,rank_300_500
pastebin,4,17,1.18,3.34,-2.17,0.3514,rank_300_500
question,4,17,1.18,3.34,-2.17,0.3514,rank_300_500
grow,2,14,0.59,2.75,-2.17,0.2134,rank_300_500
webber,2,14,0.59,2.75,-2.17,0.2134,rank_300_500
addon,0,11,0.0,2.16,-2.16,0.0,rank_300_500
amulet,0,11,0.0,2.16,-2.16,0.0,rank_300_500
cost,0,11,0.0,2.16,-2.16,0.0,rank_300_500
dying,0,11,0.0,2.16,-2.16,0.0,rank_300_500
further,0,11,0.0,2.16,-2.16,0.0,rank_300_500
higher,0,11,0.0,2.16,-2.16,0.0,rank_300_500
large,0,11,0.0,2.16,-2.16,0.0,rank_300_500
mitsuru,0,11,0.0,2.16,-2.16,0.0,rank_300_500
ensure,14,10,4.11,1.97,2.15,2.091,top_100
regards,14,10,4.11,1.97,2.15,2.091,top_100
valid,14,10,4.11,1.97,2.15,2.091,top_100
campfire,10,4,2.94,0.79,2.15,3.7338,top_100
contain,10,4,2.94,0.79,2.15,3.7338,top_100
lo,10,4,2.94,0.79,2.15,3.7338,top_100
pack,10,4,2.94,0.79,2.15,3.7338,top_100
fps,8,1,2.35,0.2,2.15,11.9483,top_100
pero,8,1,2.35,0.2,2.15,11.9483,top_100
message,18,16,5.29,3.15,2.14,1.6802,top_100
join,16,13,4.7,2.56,2.14,1.8382,top_100
transfer,16,13,4.7,2.56,2.14,1.8382,top_100
right,25,48,7.34,9.44,-2.1,0.7779,rank_300_500
down,21,42,6.17,8.26,-2.09,0.7468,rank_300_500
soon,11,27,3.23,5.31,-2.08,0.6085,rank_300_500
run,7,21,2.06,4.13,-2.07,0.4978,rank_300_500
appreciate,5,18,1.47,3.54,-2.07,0.4149,rank_300_500
away,5,18,1.47,3.54,-2.07,0.4149,rank_300_500
mind,5,18,1.47,3.54,-2.07,0.4149,rank_300_500
range,5,18,1.47,3.54,-2.07,0.4149,rank_300_500
tho,5,18,1.47,3.54,-2.07,0.4149,rank_300_500
insane,3,15,0.88,2.95,-2.07,0.2987,rank_300_500
sense,3,15,0.88,2.95,-2.07,0.2987,rank_300_500
useless,3,15,0.88,2.95,-2.07,0.2987,rank_300_500
year,3,15,0.88,2.95,-2.07,0.2987,rank_300_500
balance,1,12,0.29,2.36,-2.07,0.1245,rank_300_500
fully,1,12,0.29,2.36,-2.07,0.1245,rank_300_500
heal,1,12,0.29,2.36,-2.07,0.1245,rank_300_500
immune,1,12,0.29,2.36,-2.07,0.1245,rank_300_500
maximum,1,12,0.29,2.36,-2.07,0.1245,rank_300_500
singleplayer,1,12,0.29,2.36,-2.07,0.1245,rank_300_500
