token,top_100_comment_count,rank_300_500_comment_count,top_100_comments_per_1000,rank_300_500_comments_per_1000,comments_per_1000_diff,rate_ratio,dominant_group
string,29,38,8.57,7.7,0.87,1.1126,top_100
combined,5,3,1.48,0.61,0.87,2.4298,top_100
coming,5,3,1.48,0.61,0.87,2.4298,top_100
constant,5,3,1.48,0.61,0.87,2.4298,top_100
edit,5,3,1.48,0.61,0.87,2.4298,top_100
implemented,5,3,1.48,0.61,0.87,2.4298,top_100
known,5,3,1.48,0.61,0.87,2.4298,top_100
outside,5,3,1.48,0.61,0.87,2.4298,top_100
perhaps,5,3,1.48,0.61,0.87,2.4298,top_100
possibly,5,3,1.48,0.61,0.87,2.4298,top_100
willow,5,3,1.48,0.61,0.87,2.4298,top_100
settings,18,22,5.32,4.46,0.86,1.1928,top_100
authors,6,13,1.77,2.63,-0.86,0.6729,rank_300_500
below,6,13,1.77,2.63,-0.86,0.6729,rank_300_500
definitely,6,13,1.77,2.63,-0.86,0.6729,rank_300_500
feels,6,13,1.77,2.63,-0.86,0.6729,rank_300_500
god,6,13,1.77,2.63,-0.86,0.6729,rank_300_500
similar,6,13,1.77,2.63,-0.86,0.6729,rank_300_500
asking,7,6,2.07,1.22,0.85,1.7009,top_100
correct,7,6,2.07,1.22,0.85,1.7009,top_100
flower,7,6,2.07,1.22,0.85,1.7009,top_100
general,7,6,2.07,1.22,0.85,1.7009,top_100
pack,7,6,2.07,1.22,0.85,1.7009,top_100
recommend,7,6,2.07,1.22,0.85,1.7009,top_100
restart,7,6,2.07,1.22,0.85,1.7009,top_100
date,9,9,2.66,1.82,0.84,1.4579,top_100
nb,9,9,2.66,1.82,0.84,1.4579,top_100
wiki,9,9,2.66,1.82,0.84,1.4579,top_100
additional,4,10,1.18,2.03,-0.84,0.5832,rank_300_500
dies,4,10,1.18,2.03,-0.84,0.5832,rank_300_500
saw,4,10,1.18,2.03,-0.84,0.5832,rank_300_500
shame,4,10,1.18,2.03,-0.84,0.5832,rank_300_500
turns,4,10,1.18,2.03,-0.84,0.5832,rank_300_500
admin,2,7,0.59,1.42,-0.83,0.4165,rank_300_500
adventure,2,7,0.59,1.42,-0.83,0.4165,rank_300_500
attacked,2,7,0.59,1.42,-0.83,0.4165,rank_300_500
collect,2,7,0.59,1.42,-0.83,0.4165,rank_300_500
farming,2,7,0.59,1.42,-0.83,0.4165,rank_300_500
follow,2,7,0.59,1.42,-0.83,0.4165,rank_300_500
gave,2,7,0.59,1.42,-0.83,0.4165,rank_300_500
hits,2,7,0.59,1.42,-0.83,0.4165,rank_300_500
mention,2,7,0.59,1.42,-0.83,0.4165,rank_300_500
occurred,2,7,0.59,1.42,-0.83,0.4165,rank_300_500
release,2,7,0.59,1.42,-0.83,0.4165,rank_300_500
smaller,2,7,0.59,1.42,-0.83,0.4165,rank_300_500
texture,2,7,0.59,1.42,-0.83,0.4165,rank_300_500
fuel,11,12,3.25,2.43,0.82,1.3364,top_100
timer,11,12,3.25,2.43,0.82,1.3364,top_100
cannot,24,31,7.09,6.28,0.81,1.1287,top_100
quite,11,20,3.25,4.05,-0.8,0.8018,rank_300_500
says,11,20,3.25,4.05,-0.8,0.8018,rank_300_500
dear,13,15,3.84,3.04,0.8,1.2635,top_100
walls,13,15,3.84,3.04,0.8,1.2635,top_100
goes,9,17,2.66,3.44,-0.79,0.7718,rank_300_500
enable,15,18,4.43,3.65,0.78,1.2149,top_100
shadow,15,18,4.43,3.65,0.78,1.2149,top_100
default,28,37,8.27,7.5,0.77,1.1033,top_100
glad,7,14,2.07,2.84,-0.77,0.729,rank_300_500
idk,7,14,2.07,2.84,-0.77,0.729,rank_300_500
absolutely,6,5,1.77,1.01,0.76,1.7495,top_100
boat,6,5,1.77,1.01,0.76,1.7495,top_100
given,6,5,1.77,1.01,0.76,1.7495,top_100
lets,6,5,1.77,1.01,0.76,1.7495,top_100
literally,6,5,1.77,1.01,0.76,1.7495,top_100
modinfo,6,5,1.77,1.01,0.76,1.7495,top_100
moving,6,5,1.77,1.01,0.76,1.7495,top_100
target,6,5,1.77,1.01,0.76,1.7495,top_100
adds,5,11,1.48,2.23,-0.75,0.6627,rank_300_500
btw,5,11,1.48,2.23,-0.75,0.6627,rank_300_500
died,5,11,1.48,2.23,-0.75,0.6627,rank_300_500
he's,5,11,1.48,2.23,-0.75,0.6627,rank_300_500
order,5,11,1.48,2.23,-0.75,0.6627,rank_300_500
port,5,11,1.48,2.23,-0.75,0.6627,rank_300_500
shot,5,11,1.48,2.23,-0.75,0.6627,rank_300_500
structures,5,11,1.48,2.23,-0.75,0.6627,rank_300_500
thinking,5,11,1.48,2.23,-0.75,0.6627,rank_300_500
wouldn't,5,11,1.48,2.23,-0.75,0.6627,rank_300_500
include,8,8,2.36,1.62,0.74,1.4579,top_100
blue,10,11,2.95,2.23,0.73,1.3254,top_100
servers,10,11,2.95,2.23,0.73,1.3254,top_100
steal,10,11,2.95,2.23,0.73,1.3254,top_100
boa,3,8,0.89,1.62,-0.73,0.5467,rank_300_500
clicking,3,8,0.89,1.62,-0.73,0.5467,rank_300_500
cuz,3,8,0.89,1.62,-0.73,0.5467,rank_300_500
directly,3,8,0.89,1.62,-0.73,0.5467,rank_300_500
eggs,3,8,0.89,1.62,-0.73,0.5467,rank_300_500
hate,3,8,0.89,1.62,-0.73,0.5467,rank_300_500
houses,3,8,0.89,1.62,-0.73,0.5467,rank_300_500
temperature,3,8,0.89,1.62,-0.73,0.5467,rank_300_500
whether,3,8,0.89,1.62,-0.73,0.5467,rank_300_500
por,12,14,3.55,2.84,0.71,1.2496,top_100
man,14,17,4.14,3.44,0.69,1.2006,top_100
test,14,17,4.14,3.44,0.69,1.2006,top_100
noticed,10,18,2.95,3.65,-0.69,0.8099,rank_300_500
prefabs,10,18,2.95,3.65,-0.69,0.8099,rank_300_500
small,10,18,2.95,3.65,-0.69,0.8099,rank_300_500
em,8,15,2.36,3.04,-0.68,0.7775,rank_300_500
feature,8,15,2.36,3.04,-0.68,0.7775,rank_300_500
info,8,15,2.36,3.04,-0.68,0.7775,rank_300_500
unless,8,15,2.36,3.04,-0.68,0.7775,rank_300_500
welcome,16,20,4.73,4.05,0.67,1.1663,top_100
adorable,5,4,1.48,0.81,0.67,1.8224,top_100
almost,5,4,1.48,0.81,0.67,1.8224,top_100
bugged,5,4,1.48,0.81,0.67,1.8224,top_100
hover,5,4,1.48,0.81,0.67,1.8224,top_100
kept,5,4,1.48,0.81,0.67,1.8224,top_100
objects,5,4,1.48,0.81,0.67,1.8224,top_100
origin,5,4,1.48,0.81,0.67,1.8224,top_100
smart,5,4,1.48,0.81,0.67,1.8224,top_100
storm,5,4,1.48,0.81,0.67,1.8224,top_100
tropical,5,4,1.48,0.81,0.67,1.8224,top_100
wigfrid,5,4,1.48,0.81,0.67,1.8224,top_100
windows,5,4,1.48,0.81,0.67,1.8224,top_100
screen,18,23,5.32,4.66,0.66,1.141,top_100
amount,6,12,1.77,2.43,-0.66,0.729,rank_300_500
experiencing,6,12,1.77,2.43,-0.66,0.729,rank_300_500
finally,6,12,1.77,2.43,-0.66,0.729,rank_300_500
loot,6,12,1.77,2.43,-0.66,0.729,rank_300_500
obrigado,6,12,1.77,2.43,-0.66,0.729,rank_300_500
organize,6,12,1.77,2.43,-0.66,0.729,rank_300_500
properly,6,12,1.77,2.43,-0.66,0.729,rank_300_500
supposed,6,12,1.77,2.43,-0.66,0.729,rank_300_500
entityscript,7,7,2.07,1.42,0.65,1.4579,top_100
picking,7,7,2.07,1.42,0.65,1.4579,top_100
remember,7,7,2.07,1.42,0.65,1.4579,top_100
replace,7,7,2.07,1.42,0.65,1.4579,top_100
cd,4,9,1.18,1.82,-0.64,0.648,rank_300_500
combat,4,9,1.18,1.82,-0.64,0.648,rank_300_500
confirm,4,9,1.18,1.82,-0.64,0.648,rank_300_500
console,4,9,1.18,1.82,-0.64,0.648,rank_300_500
figured,4,9,1.18,1.82,-0.64,0.648,rank_300_500
hell,4,9,1.18,1.82,-0.64,0.648,rank_300_500
respawn,4,9,1.18,1.82,-0.64,0.648,rank_300_500
anyone,26,41,7.68,8.31,-0.63,0.9245,rank_300_500
current,9,10,2.66,2.03,0.63,1.3121,top_100
ainda,2,6,0.59,1.22,-0.62,0.486,rank_300_500
assume,2,6,0.59,1.22,-0.62,0.486,rank_300_500
bee,2,6,0.59,1.22,-0.62,0.486,rank_300_500
cara,2,6,0.59,1.22,-0.62,0.486,rank_300_500
coding,2,6,0.59,1.22,-0.62,0.486,rank_300_500
consigo,2,6,0.59,1.22,-0.62,0.486,rank_300_500
creature,2,6,0.59,1.22,-0.62,0.486,rank_300_500
design,2,6,0.59,1.22,-0.62,0.486,rank_300_500
fan,2,6,0.59,1.22,-0.62,0.486,rank_300_500
fly,2,6,0.59,1.22,-0.62,0.486,rank_300_500
gears,2,6,0.59,1.22,-0.62,0.486,rank_300_500
glitch,2,6,0.59,1.22,-0.62,0.486,rank_300_500
hands,2,6,0.59,1.22,-0.62,0.486,rank_300_500
important,2,6,0.59,1.22,-0.62,0.486,rank_300_500
keeping,2,6,0.59,1.22,-0.62,0.486,rank_300_500
mr,2,6,0.59,1.22,-0.62,0.486,rank_300_500
opinion,2,6,0.59,1.22,-0.62,0.486,rank_300_500
placement,2,6,0.59,1.22,-0.62,0.486,rank_300_500
source,2,6,0.59,1.22,-0.62,0.486,rank_300_500
stays,2,6,0.59,1.22,-0.62,0.486,rank_300_500
tags,2,6,0.59,1.22,-0.62,0.486,rank_300_500
themselves,2,6,0.59,1.22,-0.62,0.486,rank_300_500
worlds,2,6,0.59,1.22,-0.62,0.486,rank_300_500
said,11,19,3.25,3.85,-0.6,0.844,rank_300_500
yeah,11,19,3.25,3.85,-0.6,0.844,rank_300_500
might,22,35,6.5,7.09,-0.59,0.9164,rank_300_500
ones,9,16,2.66,3.24,-0.58,0.8201,rank_300_500
unfortunately,9,16,2.66,3.24,-0.58,0.8201,rank_300_500
comments,7,13,2.07,2.63,-0.57,0.785,rank_300_500
search,7,13,2.07,2.63,-0.57,0.785,rank_300_500
copy,65,92,19.2,18.64,0.56,1.03,top_100
else,18,29,5.32,5.88,-0.56,0.9049,rank_300_500
true,17,22,5.02,4.46,0.56,1.1266,top_100
ah,6,6,1.77,1.22,0.56,1.4579,top_100
continue,6,6,1.77,1.22,0.56,1.4579,top_100
crock,6,6,1.77,1.22,0.56,1.4579,top_100
fresh,6,6,1.77,1.22,0.56,1.4579,top_100
video,6,6,1.77,1.22,0.56,1.4579,top_100
buff,5,10,1.48,2.03,-0.55,0.729,rank_300_500
grow,5,10,1.48,2.03,-0.55,0.729,rank_300_500
installed,5,10,1.48,2.03,-0.55,0.729,rank_300_500
modify,5,10,1.48,2.03,-0.55,0.729,rank_300_500
reproduce,5,10,1.48,2.03,-0.55,0.729,rank_300_500
yourself,5,10,1.48,2.03,-0.55,0.729,rank_300_500
gives,8,9,2.36,1.82,0.54,1.2959,top_100
wanted,8,9,2.36,1.82,0.54,1.2959,top_100
whatever,8,9,2.36,1.82,0.54,1.2959,top_100
birds,3,7,0.89,1.42,-0.53,0.6248,rank_300_500
empty,3,7,0.89,1.42,-0.53,0.6248,rank_300_500
online,3,7,0.89,1.42,-0.53,0.6248,rank_300_500
prevent,3,7,0.89,1.42,-0.53,0.6248,rank_300_500
quando,3,7,0.89,1.42,-0.53,0.6248,rank_300_500
quickly,3,7,0.89,1.42,-0.53,0.6248,rank_300_500
wolfgang,3,7,0.89,1.42,-0.53,0.6248,rank_300_500
inside,10,12,2.95,2.43,0.52,1.2149,top_100
enough,12,20,3.55,4.05,-0.51,0.8747,rank_300_500
credit,12,15,3.55,3.04,0.51,1.1663,top_100
enabled,25,34,7.39,6.89,0.5,1.072,top_100
perfect,10,17,2.95,3.44,-0.49,0.8576,rank_300_500
problems,10,17,2.95,3.44,-0.49,0.8576,rank_300_500
tested,10,17,2.95,3.44,-0.49,0.8576,rank_300_500
trying,21,33,6.2,6.69,-0.48,0.9278,rank_300_500
inst,16,21,4.73,4.26,0.47,1.1108,top_100
sort,8,14,2.36,2.84,-0.47,0.8331,rank_300_500
although,6,11,1.77,2.23,-0.46,0.7952,rank_300_500
appears,6,11,1.77,2.23,-0.46,0.7952,rank_300_500
collections,6,11,1.77,2.23,-0.46,0.7952,rank_300_500
hat,6,11,1.77,2.23,-0.46,0.7952,rank_300_500
modded,6,11,1.77,2.23,-0.46,0.7952,rank_300_500
ur,6,11,1.77,2.23,-0.46,0.7952,rank_300_500
building,5,5,1.48,1.01,0.46,1.4579,top_100
china,5,5,1.48,1.01,0.46,1.4579,top_100
ele,5,5,1.48,1.01,0.46,1.4579,top_100
encountered,5,5,1.48,1.01,0.46,1.4579,top_100
equipment,5,5,1.48,1.01,0.46,1.4579,top_100
reinstalled,5,5,1.48,1.01,0.46,1.4579,top_100
tag,5,5,1.48,1.01,0.46,1.4579,top_100
til,5,5,1.48,1.01,0.46,1.4579,top_100
wx,5,5,1.48,1.01,0.46,1.4579,top_100
common,7,8,2.07,1.62,0.45,1.2757,top_100
est,7,8,2.07,1.62,0.45,1.2757,top_100
recipes,7,8,2.07,1.62,0.45,1.2757,top_100
deal,4,8,1.18,1.62,-0.44,0.729,rank_300_500
durability,4,8,1.18,1.62,-0.44,0.729,rank_300_500
easily,4,8,1.18,1.62,-0.44,0.729,rank_300_500
hasn't,4,8,1.18,1.62,-0.44,0.729,rank_300_500
lunar,4,8,1.18,1.62,-0.44,0.729,rank_300_500
qq,4,8,1.18,1.62,-0.44,0.729,rank_300_500
related,4,8,1.18,1.62,-0.44,0.729,rank_300_500
starts,4,8,1.18,1.62,-0.44,0.729,rank_300_500
strings,4,8,1.18,1.62,-0.44,0.729,rank_300_500
wanna,4,8,1.18,1.62,-0.44,0.729,rank_300_500
seems,39,59,11.52,11.96,-0.43,0.9637,rank_300_500
needed,9,11,2.66,2.23,0.43,1.1928,top_100
player,35,49,10.34,9.93,0.41,1.0414,top_100
available,11,14,3.25,2.84,0.41,1.1455,top_100
sometimes,13,17,3.84,3.44,0.4,1.1149,top_100
anyway,11,18,3.25,3.65,-0.4,0.8909,rank_300_500
come,11,18,3.25,3.65,-0.4,0.8909,rank_300_500
disabled,15,20,4.43,4.05,0.38,1.0934,top_100
box,9,15,2.66,3.04,-0.38,0.8747,rank_300_500
case,9,15,2.66,3.04,-0.38,0.8747,rank_300_500
alot,4,4,1.18,0.81,0.37,1.4579,top_100
ao,4,4,1.18,0.81,0.37,1.4579,top_100
branch,4,4,1.18,0.81,0.37,1.4579,top_100
connection,4,4,1.18,0.81,0.37,1.4579,top_100
couple,4,4,1.18,0.81,0.37,1.4579,top_100
dev,4,4,1.18,0.81,0.37,1.4579,top_100
disappeared,4,4,1.18,0.81,0.37,1.4579,top_100
doesn,4,4,1.18,0.81,0.37,1.4579,top_100
enemies,4,4,1.18,0.81,0.37,1.4579,top_100
epic,4,4,1.18,0.81,0.37,1.4579,top_100
flingomatic,4,4,1.18,0.81,0.37,1.4579,top_100
funcionando,4,4,1.18,0.81,0.37,1.4579,top_100
functions,4,4,1.18,0.81,0.37,1.4579,top_100
gold,4,4,1.18,0.81,0.37,1.4579,top_100
guessing,4,4,1.18,0.81,0.37,1.4579,top_100
handy,4,4,1.18,0.81,0.37,1.4579,top_100
hosting,4,4,1.18,0.81,0.37,1.4579,top_100
implement,4,4,1.18,0.81,0.37,1.4579,top_100
mob,4,4,1.18,0.81,0.37,1.4579,top_100
servidor,4,4,1.18,0.81,0.37,1.4579,top_100
skilltree,4,4,1.18,0.81,0.37,1.4579,top_100
straight,4,4,1.18,0.81,0.37,1.4579,top_100
terrible,4,4,1.18,0.81,0.37,1.4579,top_100
tick,4,4,1.18,0.81,0.37,1.4579,top_100
mais,7,12,2.07,2.43,-0.36,0.8504,rank_300_500
verify,7,12,2.07,2.43,-0.36,0.8504,rank_300_500
addition,5,9,1.48,1.82,-0.35,0.8099,rank_300_500
comes,5,9,1.48,1.82,-0.35,0.8099,rank_300_500
equip,5,9,1.48,1.82,-0.35,0.8099,rank_300_500
os,5,9,1.48,1.82,-0.35,0.8099,rank_300_500
poop,5,9,1.48,1.82,-0.35,0.8099,rank_300_500
gem,6,7,1.77,1.42,0.35,1.2496,top_100
king,6,7,1.77,1.42,0.35,1.2496,top_100
logs,6,7,1.77,1.42,0.35,1.2496,top_100
module,6,7,1.77,1.42,0.35,1.2496,top_100
necessary,6,7,1.77,1.42,0.35,1.2496,top_100
tail,6,7,1.77,1.42,0.35,1.2496,top_100
over,64,95,18.91,19.25,-0.34,0.9822,rank_300_500
crafting,16,25,4.73,5.07,-0.34,0.9331,rank_300_500
gonna,8,10,2.36,2.03,0.34,1.1663,top_100
sad,8,10,2.36,2.03,0.34,1.1663,top_100
long,27,41,7.98,8.31,-0.33,0.9601,rank_300_500
activated,3,6,0.89,1.22,-0.33,0.729,rank_300_500
attacks,3,6,0.89,1.22,-0.33,0.729,rank_300_500
care,3,6,0.89,1.22,-0.33,0.729,rank_300_500
conflicts,3,6,0.89,1.22,-0.33,0.729,rank_300_500
cooldown,3,6,0.89,1.22,-0.33,0.729,rank_300_500
correctly,3,6,0.89,1.22,-0.33,0.729,rank_300_500
counter,3,6,0.89,1.22,-0.33,0.729,rank_300_500
describe,3,6,0.89,1.22,-0.33,0.729,rank_300_500
except,3,6,0.89,1.22,-0.33,0.729,rank_300_500
gone,3,6,0.89,1.22,-0.33,0.729,rank_300_500
massive,3,6,0.89,1.22,-0.33,0.729,rank_300_500
nao,3,6,0.89,1.22,-0.33,0.729,rank_300_500
opened,3,6,0.89,1.22,-0.33,0.729,rank_300_500
plant,3,6,0.89,1.22,-0.33,0.729,rank_300_500
radius,3,6,0.89,1.22,-0.33,0.729,rank_300_500
ruins,3,6,0.89,1.22,-0.33,0.729,rank_300_500
shouldn't,3,6,0.89,1.22,-0.33,0.729,rank_300_500
spawns,3,6,0.89,1.22,-0.33,0.729,rank_300_500
suggestions,3,6,0.89,1.22,-0.33,0.729,rank_300_500
uploaded,3,6,0.89,1.22,-0.33,0.729,rank_300_500
upon,3,6,0.89,1.22,-0.33,0.729,rank_300_500
via,3,6,0.89,1.22,-0.33,0.729,rank_300_500
worry,3,6,0.89,1.22,-0.33,0.729,rank_300_500
free,14,22,4.14,4.46,-0.32,0.9278,rank_300_500
remove,14,22,4.14,4.46,-0.32,0.9278,rank_300_500
hit,10,13,2.95,2.63,0.32,1.1215,top_100
updating,10,13,2.95,2.63,0.32,1.1215,top_100
description,25,38,7.39,7.7,-0.31,0.9591,rank_300_500
instead,25,38,7.39,7.7,-0.31,0.9591,rank_300_500
report,14,19,4.14,3.85,0.29,1.0742,top_100
causing,10,16,2.95,3.24,-0.29,0.9112,rank_300_500
enter,10,16,2.95,3.24,-0.29,0.9112,rank_300_500
reset,10,16,2.95,3.24,-0.29,0.9112,rank_300_500
while,43,64,12.7,12.97,-0.27,0.9795,rank_300_500
isn't,16,22,4.73,4.46,0.27,1.0603,top_100
move,16,22,4.73,4.46,0.27,1.0603,top_100
contain,8,13,2.36,2.63,-0.27,0.8972,rank_300_500
random,8,13,2.36,2.63,-0.27,0.8972,rank_300_500
what's,8,13,2.36,2.63,-0.27,0.8972,rank_300_500
used,30,45,8.86,9.12,-0.26,0.9719,rank_300_500
components,19,29,5.61,5.88,-0.26,0.9552,rank_300_500
crazy,5,6,1.48,1.22,0.26,1.2149,top_100
cursor,5,6,1.48,1.22,0.26,1.2149,top_100
entering,5,6,1.48,1.22,0.26,1.2149,top_100
moment,5,6,1.48,1.22,0.26,1.2149,top_100
previous,5,6,1.48,1.22,0.26,1.2149,top_100
pro,5,6,1.48,1.22,0.26,1.2149,top_100
seed,5,6,1.48,1.22,0.26,1.2149,top_100
seeing,5,6,1.48,1.22,0.26,1.2149,top_100
specific,5,6,1.48,1.22,0.26,1.2149,top_100
staff,5,6,1.48,1.22,0.26,1.2149,top_100
tem,5,6,1.48,1.22,0.26,1.2149,top_100
toggle,5,6,1.48,1.22,0.26,1.2149,top_100
event,6,10,1.77,2.03,-0.25,0.8747,rank_300_500
soul,6,10,1.77,2.03,-0.25,0.8747,rank_300_500
people,28,42,8.27,8.51,-0.24,0.9719,rank_300_500
eu,7,9,2.07,1.82,0.24,1.1339,top_100
gg,7,9,2.07,1.82,0.24,1.1339,top_100
improved,7,9,2.07,1.82,0.24,1.1339,top_100
names,7,9,2.07,1.82,0.24,1.1339,top_100
stone,7,9,2.07,1.82,0.24,1.1339,top_100
constantly,4,7,1.18,1.42,-0.24,0.8331,rank_300_500
including,4,7,1.18,1.42,-0.24,0.8331,rank_300_500
instantly,4,7,1.18,1.42,-0.24,0.8331,rank_300_500
it'll,4,7,1.18,1.42,-0.24,0.8331,rank_300_500
mushroom,4,7,1.18,1.42,-0.24,0.8331,rank_300_500
na,4,7,1.18,1.42,-0.24,0.8331,rank_300_500
stops,4,7,1.18,1.42,-0.24,0.8331,rank_300_500
turning,4,7,1.18,1.42,-0.24,0.8331,rank_300_500
write,4,7,1.18,1.42,-0.24,0.8331,rank_300_500
last,33,47,9.75,9.52,0.23,1.0236,top_100
caused,9,12,2.66,2.43,0.23,1.0934,top_100
started,9,12,2.66,2.43,0.23,1.0934,top_100
um,13,20,3.84,4.05,-0.21,0.9476,rank_300_500
host,11,15,3.25,3.04,0.21,1.0691,top_100
wont,11,15,3.25,3.04,0.21,1.0691,top_100
plz,13,18,3.84,3.65,0.19,1.0529,top_100
https,57,84,16.84,17.02,-0.18,0.9893,rank_300_500
language,9,14,2.66,2.84,-0.18,0.9372,rank_300_500
myself,9,14,2.66,2.84,-0.18,0.9372,rank_300_500
slots,9,14,2.66,2.84,-0.18,0.9372,rank_300_500
damn,4,5,1.18,1.01,0.17,1.1663,top_100
install,4,5,1.18,1.01,0.17,1.1663,top_100
letting,4,5,1.18,1.01,0.17,1.1663,top_100
network,4,5,1.18,1.01,0.17,1.1663,top_100
placed,4,5,1.18,1.01,0.17,1.1663,top_100
stored,4,5,1.18,1.01,0.17,1.1663,top_100
translations,4,5,1.18,1.01,0.17,1.1663,top_100
versions,4,5,1.18,1.01,0.17,1.1663,top_100
analysis,7,11,2.07,2.23,-0.16,0.9278,rank_300_500
automated,7,11,2.07,2.23,-0.16,0.9278,rank_300_500
close,7,11,2.07,2.23,-0.16,0.9278,rank_300_500
harmful,7,11,2.07,2.23,-0.16,0.9278,rank_300_500
stuck,7,11,2.07,2.23,-0.16,0.9278,rank_300_500
temporarily,7,11,2.07,2.23,-0.16,0.9278,rank_300_500
weapon,7,11,2.07,2.23,-0.16,0.9278,rank_300_500
weird,7,11,2.07,2.23,-0.16,0.9278,rank_300_500
turn,18,27,5.32,5.47,-0.15,0.9719,rank_300_500
area,6,8,1.77,1.62,0.15,1.0934,top_100
broke,6,8,1.77,1.62,0.15,1.0934,top_100
github,6,8,1.77,1.62,0.15,1.0934,top_100
mainfunctions,6,8,1.77,1.62,0.15,1.0934,top_100
testing,6,8,1.77,1.62,0.15,1.0934,top_100
basically,5,8,1.48,1.62,-0.14,0.9112,rank_300_500
consider,5,8,1.48,1.62,-0.14,0.9112,rank_300_500
green,5,8,1.48,1.62,-0.14,0.9112,rank_300_500
intended,5,8,1.48,1.62,-0.14,0.9112,rank_300_500
major,5,8,1.48,1.62,-0.14,0.9112,rank_300_500
solo,5,8,1.48,1.62,-0.14,0.9112,rank_300_500
uma,5,8,1.48,1.62,-0.14,0.9112,rank_300_500
above,8,11,2.36,2.23,0.13,1.0603,top_100
meu,8,11,2.36,2.23,0.13,1.0603,top_100
access,3,5,0.89,1.01,-0.13,0.8747,rank_300_500
anim,3,5,0.89,1.01,-0.13,0.8747,rank_300_500
brother,3,5,0.89,1.01,-0.13,0.8747,rank_300_500
buggy,3,5,0.89,1.01,-0.13,0.8747,rank_300_500
calling,3,5,0.89,1.01,-0.13,0.8747,rank_300_500
chat,3,5,0.89,1.01,-0.13,0.8747,rank_300_500
clients,3,5,0.89,1.01,-0.13,0.8747,rank_300_500
count,3,5,0.89,1.01,-0.13,0.8747,rank_300_500
foods,3,5,0.89,1.01,-0.13,0.8747,rank_300_500
frame,3,5,0.89,1.01,-0.13,0.8747,rank_300_500
group,3,5,0.89,1.01,-0.13,0.8747,rank_300_500
hold,3,5,0.89,1.01,-0.13,0.8747,rank_300_500
huge,3,5,0.89,1.01,-0.13,0.8747,rank_300_500
immediately,3,5,0.89,1.01,-0.13,0.8747,rank_300_500
jesus,3,5,0.89,1.01,-0.13,0.8747,rank_300_500
mess,3,5,0.89,1.01,-0.13,0.8747,rank_300_500
minor,3,5,0.89,1.01,-0.13,0.8747,rank_300_500
modders,3,5,0.89,1.01,-0.13,0.8747,rank_300_500
months,3,5,0.89,1.01,-0.13,0.8747,rank_300_500
often,3,5,0.89,1.01,-0.13,0.8747,rank_300_500
owner,3,5,0.89,1.01,-0.13,0.8747,rank_300_500
reported,3,5,0.89,1.01,-0.13,0.8747,rank_300_500
stat,3,5,0.89,1.01,-0.13,0.8747,rank_300_500
supported,3,5,0.89,1.01,-0.13,0.8747,rank_300_500
usefull,3,5,0.89,1.01,-0.13,0.8747,rank_300_500
visible,3,5,0.89,1.01,-0.13,0.8747,rank_300_500
wood,3,5,0.89,1.01,-0.13,0.8747,rank_300_500
wormwood,3,5,0.89,1.01,-0.13,0.8747,rank_300_500
nice,93,135,27.47,27.36,0.12,1.0043,top_100
cave,14,21,4.14,4.26,-0.12,0.9719,rank_300_500
wrong,14,21,4.14,4.26,-0.12,0.9719,rank_300_500
ago,10,14,2.95,2.84,0.12,1.0414,top_100
extra,10,14,2.95,2.84,0.12,1.0414,top_100
mas,10,14,2.95,2.84,0.12,1.0414,top_100
missing,10,14,2.95,2.84,0.12,1.0414,top_100
page,10,14,2.95,2.84,0.12,1.0414,top_100
haven't,12,18,3.55,3.65,-0.1,0.9719,rank_300_500
far,14,20,4.14,4.05,0.08,1.0205,top_100
muito,27,39,7.98,7.9,0.07,1.0093,top_100
setting,16,23,4.73,4.66,0.07,1.0142,top_100
annoying,8,12,2.36,2.43,-0.07,0.9719,rank_300_500
api,8,12,2.36,2.43,-0.07,0.9719,rank_300_500
aren't,8,12,2.36,2.43,-0.07,0.9719,rank_300_500
moon,8,12,2.36,2.43,-0.07,0.9719,rank_300_500
they're,8,12,2.36,2.43,-0.07,0.9719,rank_300_500
today,8,12,2.36,2.43,-0.07,0.9719,rank_300_500
upvalue,8,12,2.36,2.43,-0.07,0.9719,rank_300_500
abandoned,5,7,1.48,1.42,0.06,1.0414,top_100
como,5,7,1.48,1.42,0.06,1.0414,top_100
creating,5,7,1.48,1.42,0.06,1.0414,top_100
honestly,5,7,1.48,1.42,0.06,1.0414,top_100
limit,5,7,1.48,1.42,0.06,1.0414,top_100
older,5,7,1.48,1.42,0.06,1.0414,top_100
perfectly,5,7,1.48,1.42,0.06,1.0414,top_100
rework,5,7,1.48,1.42,0.06,1.0414,top_100
section,5,7,1.48,1.42,0.06,1.0414,top_100
seeds,5,7,1.48,1.42,0.06,1.0414,top_100
simply,5,7,1.48,1.42,0.06,1.0414,top_100
zoom,5,7,1.48,1.42,0.06,1.0414,top_100
everything,18,26,5.32,5.27,0.05,1.0093,top_100
actual,6,9,1.77,1.82,-0.05,0.9719,rank_300_500
checked,6,9,1.77,1.82,-0.05,0.9719,rank_300_500
completely,6,9,1.77,1.82,-0.05,0.9719,rank_300_500
eye,6,9,1.77,1.82,-0.05,0.9719,rank_300_500
giant,6,9,1.77,1.82,-0.05,0.9719,rank_300_500
hamlet,6,9,1.77,1.82,-0.05,0.9719,rank_300_500
awaiting,7,10,2.07,2.03,0.04,1.0205,top_100
exactly,7,10,2.07,2.03,0.04,1.0205,top_100
ground,7,10,2.07,2.03,0.04,1.0205,top_100
