token,top_100_comment_count,rank_300_500_comment_count,top_100_comments_per_1000,rank_300_500_comments_per_1000,comments_per_1000_diff,rate_ratio,dominant_group
developer,14,11,4.14,2.23,1.91,1.8555,top_100
join,16,14,4.73,2.84,1.89,1.6662,top_100
files,8,21,2.36,4.26,-1.89,0.5554,rank_300_500
side,8,21,2.36,4.26,-1.89,0.5554,rank_300_500
folder,18,17,5.32,3.44,1.87,1.5437,top_100
bro,6,18,1.77,3.65,-1.87,0.486,rank_300_500
bugs,6,18,1.77,3.65,-1.87,0.486,rank_300_500
happen,6,18,1.77,3.65,-1.87,0.486,rank_300_500
saying,6,18,1.77,3.65,-1.87,0.486,rank_300_500
eyebone,7,1,2.07,0.2,1.87,10.2053,top_100
pit,7,1,2.07,0.2,1.87,10.2053,top_100
question,4,15,1.18,3.04,-1.86,0.3888,rank_300_500
real,4,15,1.18,3.04,-1.86,0.3888,rank_300_500
switch,9,4,2.66,0.81,1.85,3.2803,top_100
difficult,2,12,0.59,2.43,-1.84,0.243,rank_300_500
don,2,12,0.59,2.43,-1.84,0.243,rank_300_500
regen,2,12,0.59,2.43,-1.84,0.243,rank_300_500
sleep,2,12,0.59,2.43,-1.84,0.243,rank_300_500
upgrade,2,12,0.59,2.43,-1.84,0.243,rank_300_500
upload,2,12,0.59,2.43,-1.84,0.243,rank_300_500
webber,2,12,0.59,2.43,-1.84,0.243,rank_300_500
whats,2,12,0.59,2.43,-1.84,0.243,rank_300_500
bad,13,28,3.84,5.67,-1.83,0.6769,rank_300_500
bar,11,7,3.25,1.42,1.83,2.291,top_100
configure,11,7,3.25,1.42,1.83,2.291,top_100
helps,11,7,3.25,1.42,1.83,2.291,top_100
jogo,11,7,3.25,1.42,1.83,2.291,top_100
turned,11,7,3.25,1.42,1.83,2.291,top_100
example,11,25,3.25,5.07,-1.82,0.6415,rank_300_500
addon,0,9,0.0,1.82,-1.82,0.0,rank_300_500
bonk,0,9,0.0,1.82,-1.82,0.0,rank_300_500
cannon,0,9,0.0,1.82,-1.82,0.0,rank_300_500
freezer,0,9,0.0,1.82,-1.82,0.0,rank_300_500
genshin,0,9,0.0,1.82,-1.82,0.0,rank_300_500
goose,0,9,0.0,1.82,-1.82,0.0,rank_300_500
powerful,0,9,0.0,1.82,-1.82,0.0,rank_300_500
rail,0,9,0.0,1.82,-1.82,0.0,rank_300_500
rest,0,9,0.0,1.82,-1.82,0.0,rank_300_500
sea,0,9,0.0,1.82,-1.82,0.0,rank_300_500
senshimi,0,9,0.0,1.82,-1.82,0.0,rank_300_500
spoiled,0,9,0.0,1.82,-1.82,0.0,rank_300_500
trap,0,9,0.0,1.82,-1.82,0.0,rank_300_500
wall,13,10,3.84,2.03,1.81,1.8953,top_100
que,26,29,7.68,5.88,1.8,1.3071,top_100
looking,9,22,2.66,4.46,-1.8,0.5964,rank_300_500
regular,15,13,4.43,2.63,1.8,1.6822,top_100
secondary,15,13,4.43,2.63,1.8,1.6822,top_100
considering,17,16,5.02,3.24,1.78,1.549,top_100
custom,7,19,2.07,3.85,-1.78,0.5371,rank_300_500
sound,7,19,2.07,3.85,-1.78,0.5371,rank_300_500
text,7,19,2.07,3.85,-1.78,0.5371,rank_300_500
check,18,35,5.32,7.09,-1.77,0.7498,rank_300_500
allow,5,16,1.48,3.24,-1.77,0.4556,rank_300_500
pick,19,19,5.61,3.85,1.76,1.4579,top_100
active,8,3,2.36,0.61,1.76,3.8877,top_100
follows,8,3,2.36,0.61,1.76,3.8877,top_100
mine,8,3,2.36,0.61,1.76,3.8877,top_100
answer,3,13,0.89,2.63,-1.75,0.3364,rank_300_500
qaq,3,13,0.89,2.63,-1.75,0.3364,rank_300_500
whole,3,13,0.89,2.63,-1.75,0.3364,rank_300_500
create,14,29,4.14,5.88,-1.74,0.7038,rank_300_500
getting,14,29,4.14,5.88,-1.74,0.7038,rank_300_500
house,10,6,2.95,1.22,1.74,2.4298,top_100
activate,1,10,0.3,2.03,-1.73,0.1458,rank_300_500
aura,1,10,0.3,2.03,-1.73,0.1458,rank_300_500
documents,1,10,0.3,2.03,-1.73,0.1458,rank_300_500
dragonfly,1,10,0.3,2.03,-1.73,0.1458,rank_300_500
goat,1,10,0.3,2.03,-1.73,0.1458,rank_300_500
harvest,1,10,0.3,2.03,-1.73,0.1458,rank_300_500
it'd,1,10,0.3,2.03,-1.73,0.1458,rank_300_500
rabbits,1,10,0.3,2.03,-1.73,0.1458,rank_300_500
reading,1,10,0.3,2.03,-1.73,0.1458,rank_300_500
style,1,10,0.3,2.03,-1.73,0.1458,rank_300_500
watch,1,10,0.3,2.03,-1.73,0.1458,rank_300_500
zero,1,10,0.3,2.03,-1.73,0.1458,rank_300_500
grant,12,9,3.55,1.82,1.72,1.9439,top_100
impressed,12,9,3.55,1.82,1.72,1.9439,top_100
integrate,12,9,3.55,1.82,1.72,1.9439,top_100
load,12,9,3.55,1.82,1.72,1.9439,top_100
requirements,12,9,3.55,1.82,1.72,1.9439,top_100
filedetails,49,63,14.48,12.77,1.71,1.1339,top_100
read,10,23,2.95,4.66,-1.71,0.6339,rank_300_500
simple,10,23,2.95,4.66,-1.71,0.6339,rank_300_500
times,10,23,2.95,4.66,-1.71,0.6339,rank_300_500
sadly,14,12,4.14,2.43,1.7,1.7009,top_100
special,16,15,4.73,3.04,1.69,1.5551,top_100
wait,8,20,2.36,4.05,-1.69,0.5832,rank_300_500
reason,19,36,5.61,7.29,-1.68,0.7694,rank_300_500
request,18,18,5.32,3.65,1.67,1.4579,top_100
adventures,6,17,1.77,3.44,-1.67,0.5146,rank_300_500
appear,6,17,1.77,3.44,-1.67,0.5146,rank_300_500
lose,6,17,1.77,3.44,-1.67,0.5146,rank_300_500
ok,17,33,5.02,6.69,-1.66,0.751,rank_300_500
tell,17,33,5.02,6.69,-1.66,0.751,rank_300_500
guy,4,14,1.18,2.84,-1.66,0.4165,rank_300_500
slot,4,14,1.18,2.84,-1.66,0.4165,rank_300_500
deleted,7,2,2.07,0.41,1.66,5.1027,top_100
happening,7,2,2.07,0.41,1.66,5.1027,top_100
keys,7,2,2.07,0.41,1.66,5.1027,top_100
laggy,7,2,2.07,0.41,1.66,5.1027,top_100
sizes,7,2,2.07,0.41,1.66,5.1027,top_100
widgets,7,2,2.07,0.41,1.66,5.1027,top_100
container,9,5,2.66,1.01,1.65,2.6242,top_100
miss,9,5,2.66,1.01,1.65,2.6242,top_100
normally,9,5,2.66,1.01,1.65,2.6242,top_100
pc,9,5,2.66,1.01,1.65,2.6242,top_100
builder,2,11,0.59,2.23,-1.64,0.2651,rank_300_500
fact,2,11,0.59,2.23,-1.64,0.2651,rank_300_500
raw,2,11,0.59,2.23,-1.64,0.2651,rank_300_500
rock,2,11,0.59,2.23,-1.64,0.2651,rank_300_500
slow,2,11,0.59,2.23,-1.64,0.2651,rank_300_500
spiders,2,11,0.59,2.23,-1.64,0.2651,rank_300_500
taking,2,11,0.59,2.23,-1.64,0.2651,rank_300_500
trouble,2,11,0.59,2.23,-1.64,0.2651,rank_300_500
latest,13,27,3.84,5.47,-1.63,0.702,rank_300_500
sharedfiles,48,62,14.18,12.56,1.62,1.1287,top_100
carrot,0,8,0.0,1.62,-1.62,0.0,rank_300_500
details,0,8,0.0,1.62,-1.62,0.0,rank_300_500
dust,0,8,0.0,1.62,-1.62,0.0,rank_300_500
expert,0,8,0.0,1.62,-1.62,0.0,rank_300_500
f8,0,8,0.0,1.62,-1.62,0.0,rank_300_500
falas,0,8,0.0,1.62,-1.62,0.0,rank_300_500
farms,0,8,0.0,1.62,-1.62,0.0,rank_300_500
feedback,0,8,0.0,1.62,-1.62,0.0,rank_300_500
fight,0,8,0.0,1.62,-1.62,0.0,rank_300_500
gains,0,8,0.0,1.62,-1.62,0.0,rank_300_500
goofydandelion,0,8,0.0,1.62,-1.62,0.0,rank_300_500
hungry,0,8,0.0,1.62,-1.62,0.0,rank_300_500
invisible,0,8,0.0,1.62,-1.62,0.0,rank_300_500
model,0,8,0.0,1.62,-1.62,0.0,rank_300_500
nightvision,0,8,0.0,1.62,-1.62,0.0,rank_300_500
nue,0,8,0.0,1.62,-1.62,0.0,rank_300_500
prime,0,8,0.0,1.62,-1.62,0.0,rank_300_500
princessproblem,0,8,0.0,1.62,-1.62,0.0,rank_300_500
reduction,0,8,0.0,1.62,-1.62,0.0,rank_300_500
science,0,8,0.0,1.62,-1.62,0.0,rank_300_500
stand,0,8,0.0,1.62,-1.62,0.0,rank_300_500
traps,0,8,0.0,1.62,-1.62,0.0,rank_300_500
warframe,0,8,0.0,1.62,-1.62,0.0,rank_300_500
therefore,13,11,3.84,2.23,1.61,1.723,top_100
field,26,30,7.68,6.08,1.6,1.2635,top_100
changing,9,21,2.66,4.26,-1.6,0.6248,rank_300_500
favorite,9,21,2.66,4.26,-1.6,0.6248,rank_300_500
tab,9,21,2.66,4.26,-1.6,0.6248,rank_300_500
overall,15,14,4.43,2.84,1.59,1.562,top_100
must,17,17,5.02,3.44,1.58,1.4579,top_100
max,7,18,2.07,3.65,-1.58,0.567,rank_300_500
nightmare,7,18,2.07,3.65,-1.58,0.567,rank_300_500
under,7,18,2.07,3.65,-1.58,0.567,rank_300_500
range,5,15,1.48,3.04,-1.56,0.486,rank_300_500
id,56,74,16.54,14.99,1.55,1.1033,top_100
choose,3,12,0.89,2.43,-1.55,0.3645,rank_300_500
complete,3,12,0.89,2.43,-1.55,0.3645,rank_300_500
fit,3,12,0.89,2.43,-1.55,0.3645,rank_300_500
google,3,12,0.89,2.43,-1.55,0.3645,rank_300_500
runscheduler,3,12,0.89,2.43,-1.55,0.3645,rank_300_500
alternative,8,4,2.36,0.81,1.55,2.9158,top_100
storage,8,4,2.36,0.81,1.55,2.9158,top_100
ta,8,4,2.36,0.81,1.55,2.9158,top_100
vlw,8,4,2.36,0.81,1.55,2.9158,top_100
needs,14,28,4.14,5.67,-1.54,0.729,rank_300_500
display,10,7,2.95,1.42,1.54,2.0827,top_100
materials,10,7,2.95,1.42,1.54,2.0827,top_100
cold,1,9,0.3,1.82,-1.53,0.162,rank_300_500
downloaded,1,9,0.3,1.82,-1.53,0.162,rank_300_500
eating,1,9,0.3,1.82,-1.53,0.162,rank_300_500
effects,1,9,0.3,1.82,-1.53,0.162,rank_300_500
fully,1,9,0.3,1.82,-1.53,0.162,rank_300_500
generate,1,9,0.3,1.82,-1.53,0.162,rank_300_500
lights,1,9,0.3,1.82,-1.53,0.162,rank_300_500
loved,1,9,0.3,1.82,-1.53,0.162,rank_300_500
stage,1,9,0.3,1.82,-1.53,0.162,rank_300_500
survive,1,9,0.3,1.82,-1.53,0.162,rank_300_500
wasn't,1,9,0.3,1.82,-1.53,0.162,rank_300_500
weak,1,9,0.3,1.82,-1.53,0.162,rank_300_500
wonderful,1,9,0.3,1.82,-1.53,0.162,rank_300_500
woodie,1,9,0.3,1.82,-1.53,0.162,rank_300_500
x2,1,9,0.3,1.82,-1.53,0.162,rank_300_500
use,119,166,35.16,33.64,1.52,1.0451,top_100
since,47,76,13.88,15.4,-1.52,0.9016,rank_300_500
additionally,12,10,3.55,2.03,1.52,1.7495,top_100
enhance,12,10,3.55,2.03,1.52,1.7495,top_100
key,12,10,3.55,2.03,1.52,1.7495,top_100
quick,12,10,3.55,2.03,1.52,1.7495,top_100
steamcommunity,49,64,14.48,12.97,1.51,1.1162,top_100
klei,21,38,6.2,7.7,-1.5,0.8057,rank_300_500
number,10,22,2.95,4.46,-1.5,0.6627,rank_300_500
old,10,22,2.95,4.46,-1.5,0.6627,rank_300_500
forward,14,13,4.14,2.63,1.5,1.57,top_100
guess,14,13,4.14,2.63,1.5,1.57,top_100
happens,14,13,4.14,2.63,1.5,1.57,top_100
self,14,13,4.14,2.63,1.5,1.57,top_100
run,8,19,2.36,3.85,-1.49,0.6139,rank_300_500
original,29,35,8.57,7.09,1.48,1.208,top_100
permission,16,16,4.73,3.24,1.48,1.4579,top_100
etc,18,19,5.32,3.85,1.47,1.3812,top_100
bosses,6,16,1.77,3.24,-1.47,0.5467,rank_300_500
keeps,6,16,1.77,3.24,-1.47,0.5467,rank_300_500
actions,7,3,2.07,0.61,1.46,3.4018,top_100
bastante,7,3,2.07,0.61,1.46,3.4018,top_100
subscribe,7,3,2.07,0.61,1.46,3.4018,top_100
switching,7,3,2.07,0.61,1.46,3.4018,top_100
walter,7,3,2.07,0.61,1.46,3.4018,top_100
off,28,48,8.27,9.73,-1.45,0.8504,rank_300_500
ai,4,13,1.18,2.63,-1.45,0.4486,rank_300_500
certain,4,13,1.18,2.63,-1.45,0.4486,rank_300_500
right,26,45,7.68,9.12,-1.44,0.8423,rank_300_500
hopefully,9,6,2.66,1.22,1.44,2.1869,top_100
searchtext,9,6,2.66,1.22,1.44,2.1869,top_100
becomes,2,10,0.59,2.03,-1.44,0.2916,rank_300_500
chests,2,10,0.59,2.03,-1.44,0.2916,rank_300_500
donotstarvetogether,2,10,0.59,2.03,-1.44,0.2916,rank_300_500
master,2,10,0.59,2.03,-1.44,0.2916,rank_300_500
repair,2,10,0.59,2.03,-1.44,0.2916,rank_300_500
waiting,2,10,0.59,2.03,-1.44,0.2916,rank_300_500
walk,2,10,0.59,2.03,-1.44,0.2916,rank_300_500
within,2,10,0.59,2.03,-1.44,0.2916,rank_300_500
you'd,2,10,0.59,2.03,-1.44,0.2916,rank_300_500
save,22,25,6.5,5.07,1.43,1.283,top_100
means,11,9,3.25,1.82,1.43,1.7819,top_100
issues,11,23,3.25,4.66,-1.41,0.6973,rank_300_500
us,11,23,3.25,4.66,-1.41,0.6973,rank_300_500
received,13,12,3.84,2.43,1.41,1.5794,top_100
writing,13,12,3.84,2.43,1.41,1.5794,top_100
name,26,31,7.68,6.28,1.4,1.2228,top_100
update,175,262,51.7,53.09,-1.39,0.9738,rank_300_500
creators,7,17,2.07,3.44,-1.38,0.6003,rank_300_500
crockpot,6,2,1.77,0.41,1.37,4.3737,top_100
disconnect,6,2,1.77,0.41,1.37,4.3737,top_100
drying,6,2,1.77,0.41,1.37,4.3737,top_100
errors,6,2,1.77,0.41,1.37,4.3737,top_100
los,6,2,1.77,0.41,1.37,4.3737,top_100
food,29,49,8.57,9.93,-1.36,0.8628,rank_300_500
fn,19,21,5.61,4.26,1.36,1.3191,top_100
provide,19,21,5.61,4.26,1.36,1.3191,top_100
creatures,5,14,1.48,2.84,-1.36,0.5207,rank_300_500
require,5,14,1.48,2.84,-1.36,0.5207,rank_300_500
tho,5,14,1.48,2.84,-1.36,0.5207,rank_300_500
ajudou,8,5,2.36,1.01,1.35,2.3326,top_100
cooked,8,5,2.36,1.01,1.35,2.3326,top_100
disappear,8,5,2.36,1.01,1.35,2.3326,top_100
insight,8,5,2.36,1.01,1.35,2.3326,top_100
launch,8,5,2.36,1.01,1.35,2.3326,top_100
going,14,27,4.14,5.47,-1.34,0.7559,rank_300_500
dude,3,11,0.89,2.23,-1.34,0.3976,rank_300_500
following,3,11,0.89,2.23,-1.34,0.3976,rank_300_500
increase,3,11,0.89,2.23,-1.34,0.3976,rank_300_500
revive,3,11,0.89,2.23,-1.34,0.3976,rank_300_500
sense,3,11,0.89,2.23,-1.34,0.3976,rank_300_500
called,10,8,2.95,1.62,1.33,1.8224,top_100
existing,10,8,2.95,1.62,1.33,1.8224,top_100
flowers,10,8,2.95,1.62,1.33,1.8224,top_100
gems,10,8,2.95,1.62,1.33,1.8224,top_100
along,1,8,0.3,1.62,-1.33,0.1822,rank_300_500
anywhere,1,8,0.3,1.62,-1.33,0.1822,rank_300_500
bem,1,8,0.3,1.62,-1.33,0.1822,rank_300_500
char,1,8,0.3,1.62,-1.33,0.1822,rank_300_500
contents,1,8,0.3,1.62,-1.33,0.1822,rank_300_500
course,1,8,0.3,1.62,-1.33,0.1822,rank_300_500
fantastic,1,8,0.3,1.62,-1.33,0.1822,rank_300_500
grass,1,8,0.3,1.62,-1.33,0.1822,rank_300_500
immune,1,8,0.3,1.62,-1.33,0.1822,rank_300_500
interested,1,8,0.3,1.62,-1.33,0.1822,rank_300_500
magic,1,8,0.3,1.62,-1.33,0.1822,rank_300_500
maximum,1,8,0.3,1.62,-1.33,0.1822,rank_300_500
notes,1,8,0.3,1.62,-1.33,0.1822,rank_300_500
singleplayer,1,8,0.3,1.62,-1.33,0.1822,rank_300_500
summon,1,8,0.3,1.62,-1.33,0.1822,rank_300_500
taken,1,8,0.3,1.62,-1.33,0.1822,rank_300_500
underground,1,8,0.3,1.62,-1.33,0.1822,rank_300_500
ve,1,8,0.3,1.62,-1.33,0.1822,rank_300_500
www,1,8,0.3,1.62,-1.33,0.1822,rank_300_500
inventory,23,27,6.79,5.47,1.32,1.2419,top_100
either,12,24,3.55,4.86,-1.32,0.729,rank_300_500
recipe,12,24,3.55,4.86,-1.32,0.729,rank_300_500
content,25,30,7.39,6.08,1.31,1.2149,top_100
open,25,30,7.39,6.08,1.31,1.2149,top_100
information,10,21,2.95,4.26,-1.3,0.6942,rank_300_500
prefab,14,14,4.14,2.84,1.3,1.4579,top_100
longer,21,37,6.2,7.5,-1.29,0.8275,rank_300_500
wegame,16,17,4.73,3.44,1.28,1.3721,top_100
build,8,18,2.36,3.65,-1.28,0.648,rank_300_500
dead,8,18,2.36,3.65,-1.28,0.648,rank_300_500
re,8,18,2.36,3.65,-1.28,0.648,rank_300_500
trees,8,18,2.36,3.65,-1.28,0.648,rank_300_500
later,6,15,1.77,3.04,-1.27,0.5832,rank_300_500
seconds,6,15,1.77,3.04,-1.27,0.5832,rank_300_500
running,18,20,5.32,4.05,1.26,1.3121,top_100
failed,7,4,2.07,0.81,1.26,2.5513,top_100
force,7,4,2.07,0.81,1.26,2.5513,top_100
fridge,7,4,2.07,0.81,1.26,2.5513,top_100
ice,4,12,1.18,2.43,-1.25,0.486,rank_300_500
multiple,4,12,1.18,2.43,-1.25,0.486,rank_300_500
recent,4,12,1.18,2.43,-1.25,0.486,rank_300_500
pra,9,7,2.66,1.42,1.24,1.8744,top_100
bag,2,9,0.59,1.82,-1.23,0.324,rank_300_500
configurable,2,9,0.59,1.82,-1.23,0.324,rank_300_500
debug,2,9,0.59,1.82,-1.23,0.324,rank_300_500
mentioned,2,9,0.59,1.82,-1.23,0.324,rank_300_500
released,2,9,0.59,1.82,-1.23,0.324,rank_300_500
share,2,9,0.59,1.82,-1.23,0.324,rank_300_500
slower,2,9,0.59,1.82,-1.23,0.324,rank_300_500
three,2,9,0.59,1.82,-1.23,0.324,rank_300_500
transform,2,9,0.59,1.82,-1.23,0.324,rank_300_500
items,48,76,14.18,15.4,-1.22,0.9208,rank_300_500
every,24,41,7.09,8.31,-1.22,0.8534,rank_300_500
issue,35,57,10.34,11.55,-1.21,0.8952,rank_300_500
place,11,22,3.25,4.46,-1.21,0.729,rank_300_500
super,11,22,3.25,4.46,-1.21,0.729,rank_300_500
beta,13,13,3.84,2.63,1.21,1.4579,top_100
valid,13,13,3.84,2.63,1.21,1.4579,top_100
things,22,38,6.5,7.7,-1.2,0.844,rank_300_500
community,15,16,4.43,3.24,1.19,1.3668,top_100
return,9,19,2.66,3.85,-1.19,0.6906,rank_300_500
ty,9,19,2.66,3.85,-1.19,0.6906,rank_300_500
fix,114,172,33.68,34.85,-1.18,0.9663,rank_300_500
say,18,32,5.32,6.48,-1.17,0.8201,rank_300_500
agree,17,19,5.02,3.85,1.17,1.3044,top_100
disable,17,19,5.02,3.85,1.17,1.3044,top_100
uses,7,16,2.07,3.24,-1.17,0.6378,rank_300_500
many,29,48,8.57,9.73,-1.16,0.8808,rank_300_500
list,19,22,5.61,4.46,1.16,1.2591,top_100
probably,19,22,5.61,4.46,1.16,1.2591,top_100
compatibility,5,13,1.48,2.63,-1.16,0.5607,rank_300_500
created,5,13,1.48,2.63,-1.16,0.5607,rank_300_500
heart,5,13,1.48,2.63,-1.16,0.5607,rank_300_500
leave,5,13,1.48,2.63,-1.16,0.5607,rank_300_500
select,5,13,1.48,2.63,-1.16,0.5607,rank_300_500
class,6,3,1.77,0.61,1.16,2.9158,top_100
control,6,3,1.77,0.61,1.16,2.9158,top_100
disappears,6,3,1.77,0.61,1.16,2.9158,top_100
entire,6,3,1.77,0.61,1.16,2.9158,top_100
fires,6,3,1.77,0.61,1.16,2.9158,top_100
game's,6,3,1.77,0.61,1.16,2.9158,top_100
saves,6,3,1.77,0.61,1.16,2.9158,top_100
state,6,3,1.77,0.61,1.16,2.9158,top_100
double,8,6,2.36,1.22,1.15,1.9439,top_100
easier,8,6,2.36,1.22,1.15,1.9439,top_100
paste,56,76,16.54,15.4,1.14,1.0742,top_100
alone,3,10,0.89,2.03,-1.14,0.4374,rank_300_500
extremely,3,10,0.89,2.03,-1.14,0.4374,rank_300_500
qwq,3,10,0.89,2.03,-1.14,0.4374,rank_300_500
screenshot,3,10,0.89,2.03,-1.14,0.4374,rank_300_500
took,3,10,0.89,2.03,-1.14,0.4374,rank_300_500
unable,3,10,0.89,2.03,-1.14,0.4374,rank_300_500
went,3,10,0.89,2.03,-1.14,0.4374,rank_300_500
automatically,10,9,2.95,1.82,1.13,1.6199,top_100
da,10,9,2.95,1.82,1.13,1.6199,top_100
false,10,9,2.95,1.82,1.13,1.6199,top_100
shows,10,9,2.95,1.82,1.13,1.6199,top_100
bunch,1,7,0.3,1.42,-1.12,0.2083,rank_300_500
difference,1,7,0.3,1.42,-1.12,0.2083,rank_300_500
egg,1,7,0.3,1.42,-1.12,0.2083,rank_300_500
endless,1,7,0.3,1.42,-1.12,0.2083,rank_300_500
examination,1,7,0.3,1.42,-1.12,0.2083,rank_300_500
exit,1,7,0.3,1.42,-1.12,0.2083,rank_300_500
expected,1,7,0.3,1.42,-1.12,0.2083,rank_300_500
fav,1,7,0.3,1.42,-1.12,0.2083,rank_300_500
half,1,7,0.3,1.42,-1.12,0.2083,rank_300_500
harder,1,7,0.3,1.42,-1.12,0.2083,rank_300_500
hotfix,1,7,0.3,1.42,-1.12,0.2083,rank_300_500
knows,1,7,0.3,1.42,-1.12,0.2083,rank_300_500
merged,1,7,0.3,1.42,-1.12,0.2083,rank_300_500
modder,1,7,0.3,1.42,-1.12,0.2083,rank_300_500
non,1,7,0.3,1.42,-1.12,0.2083,rank_300_500
ou,1,7,0.3,1.42,-1.12,0.2083,rank_300_500
perks,1,7,0.3,1.42,-1.12,0.2083,rank_300_500
possibility,1,7,0.3,1.42,-1.12,0.2083,rank_300_500
ps,1,7,0.3,1.42,-1.12,0.2083,rank_300_500
questions,1,7,0.3,1.42,-1.12,0.2083,rank_300_500
regardless,1,7,0.3,1.42,-1.12,0.2083,rank_300_500
result,1,7,0.3,1.42,-1.12,0.2083,rank_300_500
script,1,7,0.3,1.42,-1.12,0.2083,rank_300_500
season,1,7,0.3,1.42,-1.12,0.2083,rank_300_500
short,1,7,0.3,1.42,-1.12,0.2083,rank_300_500
slowly,1,7,0.3,1.42,-1.12,0.2083,rank_300_500
totally,1,7,0.3,1.42,-1.12,0.2083,rank_300_500
user,1,7,0.3,1.42,-1.12,0.2083,rank_300_500
v3,1,7,0.3,1.42,-1.12,0.2083,rank_300_500
ver,1,7,0.3,1.42,-1.12,0.2083,rank_300_500
week,1,7,0.3,1.42,-1.12,0.2083,rank_300_500
auto,12,12,3.55,2.43,1.11,1.4579,top_100
mouse,12,12,3.55,2.43,1.11,1.4579,top_100
type,12,12,3.55,2.43,1.11,1.4579,top_100
features,16,18,4.73,3.65,1.08,1.2959,top_100
worked,16,18,4.73,3.65,1.08,1.2959,top_100
friends,17,30,5.02,6.08,-1.06,0.8261,rank_300_500
couldn't,6,14,1.77,2.84,-1.06,0.6248,rank_300_500
post,6,14,1.77,2.84,-1.06,0.6248,rank_300_500
full,20,24,5.91,4.86,1.05,1.2149,top_100
commands,4,11,1.18,2.23,-1.05,0.5301,rank_300_500
especially,4,11,1.18,2.23,-1.05,0.5301,rank_300_500
high,4,11,1.18,2.23,-1.05,0.5301,rank_300_500
killed,4,11,1.18,2.23,-1.05,0.5301,rank_300_500
plans,4,11,1.18,2.23,-1.05,0.5301,rank_300_500
sounds,4,11,1.18,2.23,-1.05,0.5301,rank_300_500
melhor,7,5,2.07,1.01,1.05,2.0411,top_100
ctrl,9,8,2.66,1.62,1.04,1.6401,top_100
esse,9,8,2.66,1.62,1.04,1.6401,top_100
specifically,9,8,2.66,1.62,1.04,1.6401,top_100
vanilla,9,8,2.66,1.62,1.04,1.6401,top_100
end,22,27,6.5,5.47,1.03,1.1879,top_100
adjust,2,8,0.59,1.62,-1.03,0.3645,rank_300_500
anyways,2,8,0.59,1.62,-1.03,0.3645,rank_300_500
dos,2,8,0.59,1.62,-1.03,0.3645,rank_300_500
haha,2,8,0.59,1.62,-1.03,0.3645,rank_300_500
impossible,2,8,0.59,1.62,-1.03,0.3645,rank_300_500
luck,2,8,0.59,1.62,-1.03,0.3645,rank_300_500
mt,2,8,0.59,1.62,-1.03,0.3645,rank_300_500
queen,2,8,0.59,1.62,-1.03,0.3645,rank_300_500
resources,2,8,0.59,1.62,-1.03,0.3645,rank_300_500
rot,2,8,0.59,1.62,-1.03,0.3645,rank_300_500
touch,2,8,0.59,1.62,-1.03,0.3645,rank_300_500
chinese,24,40,7.09,8.11,-1.02,0.8747,rank_300_500
changed,11,21,3.25,4.26,-1.01,0.7637,rank_300_500
code,22,37,6.5,7.5,-1.0,0.8669,rank_300_500
chance,15,17,4.43,3.44,0.99,1.2864,top_100
creation,15,17,4.43,3.44,0.99,1.2864,top_100
dedicated,15,17,4.43,3.44,0.99,1.2864,top_100
index,15,17,4.43,3.44,0.99,1.2864,top_100
kind,9,18,2.66,3.65,-0.99,0.729,rank_300_500
ever,20,34,5.91,6.89,-0.98,0.8576,rank_300_500
color,7,15,2.07,3.04,-0.97,0.6804,rank_300_500
anything,29,47,8.57,9.52,-0.96,0.8996,rank_300_500
cause,30,39,8.86,7.9,0.96,1.1215,top_100
everytime,6,4,1.77,0.81,0.96,2.1869,top_100
pause,6,4,1.77,0.81,0.96,2.1869,top_100
steamapps,6,4,1.77,0.81,0.96,2.1869,top_100
subscribed,6,4,1.77,0.81,0.96,2.1869,top_100
uncompromising,6,4,1.77,0.81,0.96,2.1869,top_100
based,5,12,1.48,2.43,-0.95,0.6075,rank_300_500
fixes,5,12,1.48,2.43,-0.95,0.6075,rank_300_500
forever,5,12,1.48,2.43,-0.95,0.6075,rank_300_500
matter,5,12,1.48,2.43,-0.95,0.6075,rank_300_500
starting,5,12,1.48,2.43,-0.95,0.6075,rank_300_500
okay,8,7,2.36,1.42,0.94,1.6662,top_100
warning,8,7,2.36,1.42,0.94,1.6662,top_100
allows,3,9,0.89,1.82,-0.94,0.486,rank_300_500
built,3,9,0.89,1.82,-0.94,0.486,rank_300_500
feed,3,9,0.89,1.82,-0.94,0.486,rank_300_500
forgot,3,9,0.89,1.82,-0.94,0.486,rank_300_500
multiplayer,3,9,0.89,1.82,-0.94,0.486,rank_300_500
several,3,9,0.89,1.82,-0.94,0.486,rank_300_500
suggest,3,9,0.89,1.82,-0.94,0.486,rank_300_500
walking,3,9,0.89,1.82,-0.94,0.486,rank_300_500
break,10,10,2.95,2.03,0.93,1.4579,top_100
menu,23,29,6.79,5.88,0.92,1.1563,top_100
found,36,48,10.64,9.73,0.91,1.0934,top_100
removed,12,22,3.55,4.46,-0.91,0.7952,rank_300_500
left,12,13,3.55,2.63,0.91,1.3458,top_100
platform,12,13,3.55,2.63,0.91,1.3458,top_100
through,10,19,2.95,3.85,-0.9,0.7673,rank_300_500
came,14,16,4.14,3.24,0.89,1.2757,top_100
traceback,27,35,7.98,7.09,0.88,1.1247,top_100
otherwise,8,16,2.36,3.24,-0.88,0.729,rank_300_500
single,8,16,2.36,3.24,-0.88,0.729,rank_300_500
