batch_id,crawl_time_utc,mod_id,mod_title,mod_subscriptions,subscription_rank,rank_group,comment_page,comment_id,commenter_name,commenter_profile_url,commenter_steam_id,commenter_miniprofile_id,comment_timestamp_epoch,comment_timestamp_utc,comment_timestamp_text,content_text,content_html,raw_comments_path
top500_comments_20260329,2026-03-29T16:41:48+00:00,376333686,Combined Status,9548175,1,top_100,1,806846875018838677,paradox,https://steamcommunity.com/profiles/76561199570718417,76561199570718417,1610452689,1774684788,2026-03-28T07:59:48+00:00,Mar 28 @ 12:59am,the most useful mod in general,the most useful mod in general,data\raw\steam_workshop\top500_comments_20260329\comments\0001_376333686_ctp_1.html
top500_comments_20260329,2026-03-29T16:41:48+00:00,376333686,Combined Status,9548175,1,top_100,1,806846621645139140,云云雾海,https://steamcommunity.com/profiles/76561199562022667,76561199562022667,1601756939,1774450842,2026-03-25T15:00:42+00:00,Mar 25 @ 8:00am,It's a really useful mod.,It's a really useful mod.,data\raw\steam_workshop\top500_comments_20260329\comments\0001_376333686_ctp_1.html
top500_comments_20260329,2026-03-29T16:41:48+00:00,376333686,Combined Status,9548175,1,top_100,1,806846367620394417,Rawen,https://steamcommunity.com/id/RawenOfGrobac,,85262091,1774275607,2026-03-23T14:20:07+00:00,Mar 23 @ 7:20am,"Any plans to update this mod for the next update (current beta) with WX-78 beanbooster adding a shield?
The shield isnt visible with this mod enabled, but still functions normally. Doesnt cause a crash either, but it would be nice if a speedy fix could be implemented :3","Any plans to update this mod for the next update (current beta) with WX-78 beanbooster adding a shield?<br/><br/>The shield isnt visible with this mod enabled, but still functions normally. Doesnt cause a crash either, but it would be nice if a speedy fix could be implemented :3",data\raw\steam_workshop\top500_comments_20260329\comments\0001_376333686_ctp_1.html
top500_comments_20260329,2026-03-29T16:41:48+00:00,376333686,Combined Status,9548175,1,top_100,1,806846367620230771,fox,https://steamcommunity.com/profiles/76561199003369882,76561199003369882,1043104154,1774147502,2026-03-22T02:45:02+00:00,Mar 21 @ 7:45pm,非常好用！感谢作者大大,"非常好用！感谢作者大大<img alt="":steamhappy:"" class=""emoticon"" src=""https://community.fastly.steamstatic.com/economy/emoticon/steamhappy""/>",data\raw\steam_workshop\top500_comments_20260329\comments\0001_376333686_ctp_1.html
top500_comments_20260329,2026-03-29T16:41:48+00:00,376333686,Combined Status,9548175,1,top_100,1,806846367620224991,CELTINHA,https://steamcommunity.com/profiles/76561198293494617,76561198293494617,333228889,1774141261,2026-03-22T01:01:01+00:00,Mar 21 @ 6:01pm,"insane mod, more information for the game. good informations","insane mod, more information for the game. good informations",data\raw\steam_workshop\top500_comments_20260329\comments\0001_376333686_ctp_1.html
top500_comments_20260329,2026-03-29T16:41:48+00:00,376333686,Combined Status,9548175,1,top_100,1,798964725642727936,Daviddo,https://steamcommunity.com/profiles/76561198273922615,76561198273922615,313656887,1773779314,2026-03-17T20:28:34+00:00,Mar 17 @ 1:28pm,one of the most reliable mods in the game! I have had it for 8 years now!,one of the most reliable mods in the game! I have had it for 8 years now!,data\raw\steam_workshop\top500_comments_20260329\comments\0001_376333686_ctp_1.html
top500_comments_20260329,2026-03-29T16:41:48+00:00,376333686,Combined Status,9548175,1,top_100,1,798964455929261629,好好想想,https://steamcommunity.com/profiles/76561199624219247,76561199624219247,1663953519,1773743439,2026-03-17T10:30:39+00:00,Mar 17 @ 3:30am,good,good,data\raw\steam_workshop\top500_comments_20260329\comments\0001_376333686_ctp_1.html
top500_comments_20260329,2026-03-29T16:41:48+00:00,376333686,Combined Status,9548175,1,top_100,1,798964455929228191,Bibia,https://steamcommunity.com/profiles/76561199376238086,76561199376238086,1415972358,1773697187,2026-03-16T21:39:47+00:00,Mar 16 @ 2:39pm,bao,bao,data\raw\steam_workshop\top500_comments_20260329\comments\0001_376333686_ctp_1.html
top500_comments_20260329,2026-03-29T16:41:48+00:00,376333686,Combined Status,9548175,1,top_100,1,798964455929184009,EL matador biatch,https://steamcommunity.com/id/killbiillmutherffc,,844400393,1773665134,2026-03-16T12:45:34+00:00,Mar 16 @ 5:45am,efsane,efsane,data\raw\steam_workshop\top500_comments_20260329\comments\0001_376333686_ctp_1.html
top500_comments_20260329,2026-03-29T16:41:48+00:00,376333686,Combined Status,9548175,1,top_100,1,798964455929098846,Wepolin,https://steamcommunity.com/profiles/76561198843412112,76561198843412112,883146384,1773576437,2026-03-15T12:07:17+00:00,Mar 15 @ 5:07am,uga buga twoja stara to twoj stary,uga buga twoja stara to twoj stary,data\raw\steam_workshop\top500_comments_20260329\comments\0001_376333686_ctp_1.html
