token,top_100_comment_count,rank_300_500_comment_count,top_100_comments_per_1000,rank_300_500_comments_per_1000,comments_per_1000_diff,rate_ratio,dominant_group
config,5,12,4.83,6.62,-1.78,0.7303,rank_300_500
ds,5,12,4.83,6.62,-1.78,0.7303,rank_300_500
fixed,5,12,4.83,6.62,-1.78,0.7303,rank_300_500
getting,5,12,4.83,6.62,-1.78,0.7303,rank_300_500
ago,4,4,3.86,2.21,1.66,1.7527,top_100
bag,4,4,3.86,2.21,1.66,1.7527,top_100
edit,4,4,3.86,2.21,1.66,1.7527,top_100
google,4,4,3.86,2.21,1.66,1.7527,top_100
ingame,4,4,3.86,2.21,1.66,1.7527,top_100
literally,4,4,3.86,2.21,1.66,1.7527,top_100
plant,4,4,3.86,2.21,1.66,1.7527,top_100
quotes,4,4,3.86,2.21,1.66,1.7527,top_100
thx,4,4,3.86,2.21,1.66,1.7527,top_100
water,4,4,3.86,2.21,1.66,1.7527,top_100
big,4,10,3.86,5.51,-1.65,0.7011,rank_300_500
crafting,4,10,3.86,5.51,-1.65,0.7011,rank_300_500
features,4,10,3.86,5.51,-1.65,0.7011,rank_300_500
name,4,10,3.86,5.51,-1.65,0.7011,rank_300_500
needed,4,10,3.86,5.51,-1.65,0.7011,rank_300_500
rather,4,10,3.86,5.51,-1.65,0.7011,rank_300_500
similar,4,10,3.86,5.51,-1.65,0.7011,rank_300_500
support,4,10,3.86,5.51,-1.65,0.7011,rank_300_500
weird,4,10,3.86,5.51,-1.65,0.7011,rank_300_500
days,8,17,7.73,9.37,-1.64,0.8248,rank_300_500
many,8,17,7.73,9.37,-1.64,0.8248,rank_300_500
own,8,17,7.73,9.37,-1.64,0.8248,rank_300_500
client,9,13,8.7,7.17,1.53,1.2134,top_100
re,5,6,4.83,3.31,1.52,1.4605,top_100
things,7,15,6.76,8.27,-1.51,0.8179,rank_300_500
came,3,8,2.9,4.41,-1.51,0.6572,rank_300_500
during,3,8,2.9,4.41,-1.51,0.6572,rank_300_500
later,3,8,2.9,4.41,-1.51,0.6572,rank_300_500
original,3,8,2.9,4.41,-1.51,0.6572,rank_300_500
sense,3,8,2.9,4.41,-1.51,0.6572,rank_300_500
souls,3,8,2.9,4.41,-1.51,0.6572,rank_300_500
times,3,8,2.9,4.41,-1.51,0.6572,rank_300_500
translation,3,8,2.9,4.41,-1.51,0.6572,rank_300_500
fix,35,64,33.82,35.28,-1.46,0.9585,rank_300_500
need,26,43,25.12,23.7,1.42,1.0597,top_100
worked,6,8,5.8,4.41,1.39,1.3145,top_100
action,2,6,1.93,3.31,-1.38,0.5842,rank_300_500
adds,2,6,1.93,3.31,-1.38,0.5842,rank_300_500
checked,2,6,1.93,3.31,-1.38,0.5842,rank_300_500
comments,2,6,1.93,3.31,-1.38,0.5842,rank_300_500
died,2,6,1.93,3.31,-1.38,0.5842,rank_300_500
forgot,2,6,1.93,3.31,-1.38,0.5842,rank_300_500
load,2,6,1.93,3.31,-1.38,0.5842,rank_300_500
mind,2,6,1.93,3.31,-1.38,0.5842,rank_300_500
myself,2,6,1.93,3.31,-1.38,0.5842,rank_300_500
others,2,6,1.93,3.31,-1.38,0.5842,rank_300_500
placing,2,6,1.93,3.31,-1.38,0.5842,rank_300_500
removed,2,6,1.93,3.31,-1.38,0.5842,rank_300_500
stats,2,6,1.93,3.31,-1.38,0.5842,rank_300_500
typing,2,6,1.93,3.31,-1.38,0.5842,rank_300_500
warly's,2,6,1.93,3.31,-1.38,0.5842,rank_300_500
won't,2,6,1.93,3.31,-1.38,0.5842,rank_300_500
wont,2,6,1.93,3.31,-1.38,0.5842,rank_300_500
writing,2,6,1.93,3.31,-1.38,0.5842,rank_300_500
happens,7,10,6.76,5.51,1.25,1.2269,top_100
once,7,10,6.76,5.51,1.25,1.2269,top_100
believe,5,11,4.83,6.06,-1.23,0.7967,rank_300_500
friend,5,11,4.83,6.06,-1.23,0.7967,rank_300_500
wegame,5,11,4.83,6.06,-1.23,0.7967,rank_300_500
try,13,25,12.56,13.78,-1.22,0.9114,rank_300_500
cause,8,12,7.73,6.62,1.11,1.1684,top_100
end,4,5,3.86,2.76,1.11,1.4021,top_100
meat,4,5,3.86,2.76,1.11,1.4021,top_100
multiplayer,4,5,3.86,2.76,1.11,1.4021,top_100
return,4,5,3.86,2.76,1.11,1.4021,top_100
smart,4,5,3.86,2.76,1.11,1.4021,top_100
thought,4,5,3.86,2.76,1.11,1.4021,top_100
tropical,4,5,3.86,2.76,1.11,1.4021,top_100
unable,4,5,3.86,2.76,1.11,1.4021,top_100
anyway,4,9,3.86,4.96,-1.1,0.779,rank_300_500
build,4,9,3.86,4.96,-1.1,0.779,rank_300_500
console,4,9,3.86,4.96,-1.1,0.779,rank_300_500
each,4,9,3.86,4.96,-1.1,0.779,rank_300_500
problems,4,9,3.86,4.96,-1.1,0.779,rank_300_500
understand,4,9,3.86,4.96,-1.1,0.779,rank_300_500
again,8,16,7.73,8.82,-1.09,0.8763,rank_300_500
without,16,30,15.46,16.54,-1.08,0.9348,rank_300_500
server,29,49,28.02,27.01,1.01,1.0373,top_100
pretty,9,14,8.7,7.72,0.98,1.1267,top_100
beta,5,7,4.83,3.86,0.97,1.2519,top_100
oh,5,7,4.83,3.86,0.97,1.2519,top_100
api,3,7,2.9,3.86,-0.96,0.7511,rank_300_500
command,3,7,2.9,3.86,-0.96,0.7511,rank_300_500
current,3,7,2.9,3.86,-0.96,0.7511,rank_300_500
download,3,7,2.9,3.86,-0.96,0.7511,rank_300_500
forward,3,7,2.9,3.86,-0.96,0.7511,rank_300_500
hard,3,7,2.9,3.86,-0.96,0.7511,rank_300_500
installed,3,7,2.9,3.86,-0.96,0.7511,rank_300_500
save,3,7,2.9,3.86,-0.96,0.7511,rank_300_500
wanted,3,7,2.9,3.86,-0.96,0.7511,rank_300_500
settings,11,21,10.63,11.58,-0.95,0.9181,rank_300_500
i'll,7,14,6.76,7.72,-0.95,0.8763,rank_300_500
even,22,37,21.26,20.4,0.86,1.0421,top_100
anymore,10,16,9.66,8.82,0.84,1.0954,top_100
every,10,16,9.66,8.82,0.84,1.0954,top_100
long,6,9,5.8,4.96,0.84,1.1684,top_100
nothing,6,9,5.8,4.96,0.84,1.1684,top_100
run,6,9,5.8,4.96,0.84,1.1684,top_100
either,6,12,5.8,6.62,-0.82,0.8763,rank_300_500
vanilla,6,12,5.8,6.62,-0.82,0.8763,rank_300_500
tree,11,18,10.63,9.92,0.71,1.0711,top_100
tried,11,18,10.63,9.92,0.71,1.0711,top_100
you're,7,11,6.76,6.06,0.7,1.1153,top_100
enable,5,10,4.83,5.51,-0.68,0.8763,rank_300_500
seed,5,10,4.83,5.51,-0.68,0.8763,rank_300_500
setting,5,10,4.83,5.51,-0.68,0.8763,rank_300_500
new,28,48,27.05,26.46,0.59,1.0224,top_100
enabled,8,13,7.73,7.17,0.56,1.0786,top_100
absolutely,4,6,3.86,3.31,0.56,1.1684,top_100
comment,4,6,3.86,3.31,0.56,1.1684,top_100
dedicated,4,6,3.86,3.31,0.56,1.1684,top_100
gives,4,6,3.86,3.31,0.56,1.1684,top_100
limit,4,6,3.86,3.31,0.56,1.1684,top_100
offset,4,6,3.86,3.31,0.56,1.1684,top_100
ones,4,6,3.86,3.31,0.56,1.1684,top_100
provide,4,6,3.86,3.31,0.56,1.1684,top_100
side,4,6,3.86,3.31,0.56,1.1684,top_100
switch,4,6,3.86,3.31,0.56,1.1684,top_100
tho,4,6,3.86,3.31,0.56,1.1684,top_100
btw,4,8,3.86,4.41,-0.55,0.8763,rank_300_500
craft,4,8,3.86,4.41,-0.55,0.8763,rank_300_500
create,4,8,3.86,4.41,-0.55,0.8763,rank_300_500
looking,4,8,3.86,4.41,-0.55,0.8763,rank_300_500
back,17,29,16.43,15.99,0.44,1.0274,top_100
disable,9,15,8.7,8.27,0.43,1.0516,top_100
bit,5,8,4.83,4.41,0.42,1.0954,top_100
request,5,8,4.83,4.41,0.42,1.0954,top_100
aren't,3,6,2.9,3.31,-0.41,0.8763,rank_300_500
community,3,6,2.9,3.31,-0.41,0.8763,rank_300_500
developer,3,6,2.9,3.31,-0.41,0.8763,rank_300_500
easy,3,6,2.9,3.31,-0.41,0.8763,rank_300_500
favorite,3,6,2.9,3.31,-0.41,0.8763,rank_300_500
fuel,3,6,2.9,3.31,-0.41,0.8763,rank_300_500
language,3,6,2.9,3.31,-0.41,0.8763,rank_300_500
specific,3,6,2.9,3.31,-0.41,0.8763,rank_300_500
winona,3,6,2.9,3.31,-0.41,0.8763,rank_300_500
wortox,3,6,2.9,3.31,-0.41,0.8763,rank_300_500
wow,3,6,2.9,3.31,-0.41,0.8763,rank_300_500
value,7,13,6.76,7.17,-0.4,0.9437,rank_300_500
anything,10,17,9.66,9.37,0.29,1.031,top_100
description,6,10,5.8,5.51,0.28,1.0516,top_100
slot,6,10,5.8,5.51,0.28,1.0516,top_100
always,6,11,5.8,6.06,-0.27,0.956,rank_300_500
options,6,11,5.8,6.06,-0.27,0.956,rank_300_500
go,11,19,10.63,10.47,0.15,1.0147,top_100
changed,3,5,2.9,2.76,0.14,1.0516,top_100
configure,3,5,2.9,2.76,0.14,1.0516,top_100
fun,3,5,2.9,2.76,0.14,1.0516,top_100
gonna,3,5,2.9,2.76,0.14,1.0516,top_100
noticed,3,5,2.9,2.76,0.14,1.0516,top_100
pig,3,5,2.9,2.76,0.14,1.0516,top_100
showing,3,5,2.9,2.76,0.14,1.0516,top_100
simply,3,5,2.9,2.76,0.14,1.0516,top_100
stuck,3,5,2.9,2.76,0.14,1.0516,top_100
updating,3,5,2.9,2.76,0.14,1.0516,top_100
attack,5,9,4.83,4.96,-0.13,0.9737,rank_300_500
number,5,9,4.83,4.96,-0.13,0.9737,rank_300_500
play,13,23,12.56,12.68,-0.12,0.9906,rank_300_500
else,9,16,8.7,8.82,-0.12,0.9859,rank_300_500
it's,36,63,34.78,34.73,0.05,1.0015,top_100
chinese,8,14,7.73,7.72,0.01,1.0015,top_100
different,4,7,3.86,3.86,0.01,1.0015,top_100
done,4,7,3.86,3.86,0.01,1.0015,top_100
exactly,4,7,3.86,3.86,0.01,1.0015,top_100
functionality,4,7,3.86,3.86,0.01,1.0015,top_100
ingredients,4,7,3.86,3.86,0.01,1.0015,top_100
means,4,7,3.86,3.86,0.01,1.0015,top_100
next,4,7,3.86,3.86,0.01,1.0015,top_100
running,4,7,3.86,3.86,0.01,1.0015,top_100
started,4,7,3.86,3.86,0.01,1.0015,top_100
turned,4,7,3.86,3.86,0.01,1.0015,top_100
wendy,4,7,3.86,3.86,0.01,1.0015,top_100
